統計年月,區域別代碼,區域別,村里,戶數,人口數,人口數-男,人口數-女,縣市,鄉鎮市區,平均數,中位數,30歲以下比例,40歲以下比例,70歲以上比例,80歲以上比例
11004,63000030018,臺北市大安區,永康里,1509,3952,1878,2074,臺北市,大安區,40.7039,42,11.08,23.61,12.12,4.66
11004,63000030019,臺北市大安區,光明里,1498,4101,1982,2119,臺北市,大安區,38.4145,40,11.36,24.12,10.22,3.83
11004,63000030020,臺北市大安區,錦泰里,1443,4061,1949,2112,臺北市,大安區,40.1458,42,10.12,23.02,12.21,4.9
11004,63000030021,臺北市大安區,錦華里,2255,6275,2963,3312,臺北市,大安區,39.1152,41,11.08,23.12,10.66,3.68
11004,63000030022,臺北市大安區,龍圖里,2849,6755,3123,3632,臺北市,大安區,44.893,46,12.52,26.03,15.41,5.66
11004,63000030023,臺北市大安區,新龍里,2654,7043,3315,3728,臺北市,大安區,41.9737,43,12.37,24.41,12.08,3.99
11004,63000030026,臺北市大安區,龍陣里,1457,3438,1618,1820,臺北市,大安區,46.8901,49,13.76,26.88,17.74,6.37
11004,63000030027,臺北市大安區,龍雲里,1886,4653,2127,2526,臺北市,大安區,46.1605,48,14.06,26.31,17.02,6.23
11004,63000030028,臺北市大安區,龍生里,2625,7066,3303,3763,臺北市,大安區,41.2402,43,12.02,23.49,12.27,4.59
11004,63000030029,臺北市大安區,住安里,2245,4933,2266,2667,臺北市,大安區,46.1999,48,13.36,27.41,15.51,6.55
11004,63000030030,臺北市大安區,義安里,2185,5260,2377,2883,臺北市,大安區,45.9435,47,13.54,26.06,16.83,5.7
11004,63000030031,臺北市大安區,通化里,2606,6130,2902,3228,臺北市,大安區,44.4501,45,14.0,29.33,13.23,4.85
11004,63000030032,臺北市大安區,通安里,2294,5362,2541,2821,臺北市,大安區,45.1578,46,13.48,27.56,14.12,5.04
11004,63000030033,臺北市大安區,臨江里,1762,4074,1919,2155,臺北市,大安區,45.1141,46,14.6,28.82,13.94,5.42
11004,63000030034,臺北市大安區,法治里,1859,4392,2063,2329,臺北市,大安區,45.0396,46,13.73,28.62,14.23,5.81
11004,63000030035,臺北市大安區,全安里,1846,4343,2008,2335,臺北市,大安區,46.5906,48,12.55,25.58,17.32,5.64
11004,63000030036,臺北市大安區,群賢里,2435,5691,2563,3128,臺北市,大安區,46.4836,48,13.53,26.55,16.87,6.45
11004,63000030037,臺北市大安區,群英里,2949,6798,3131,3667,臺北市,大安區,46.1665,49,14.43,27.91,14.05,5.21
11004,63000030038,臺北市大安區,虎嘯里,1686,3741,1730,2011,臺北市,大安區,44.9682,46,12.51,26.17,14.33,5.43
11004,63000030039,臺北市大安區,臥龍里,897,2363,1076,1287,臺北市,大安區,39.9145,41,9.9,24.21,12.99,5.46
11004,63000030040,臺北市大安區,龍淵里,3536,10110,4817,5293,臺北市,大安區,39.3126,41,11.84,23.32,11.48,4.44
11004,63000030041,臺北市大安區,龍門里,1661,4652,2153,2499,臺北市,大安區,41.9946,44,11.16,22.29,14.45,4.75
11004,63000030043,臺北市大安區,大學里,3537,8622,4005,4617,臺北市,大安區,44.0877,45,12.9,24.63,15.22,5.76
11004,63000030044,臺北市大安區,芳和里,2324,5718,2732,2986,臺北市,大安區,45.4825,47,13.45,27.68,14.71,5.98
11004,63000030046,臺北市大安區,黎元里,2100,5512,2643,2869,臺北市,大安區,43.3997,43,13.33,29.92,11.85,4.28
11004,63000030047,臺北市大安區,黎孝里,3029,7578,3589,3989,臺北市,大安區,44.9293,45,13.35,29.28,13.74,3.87
11004,63000030048,臺北市大安區,黎和里,1945,4513,2128,2385,臺北市,大安區,45.1347,46,13.18,28.67,12.81,4.08
11004,63000030049,臺北市大安區,建安里,2104,4869,2130,2739,臺北市,大安區,45.1994,46,12.55,25.55,16.66,5.94
11004,63000030050,臺北市大安區,建倫里,2425,6197,2741,3456,臺北市,大安區,45.2296,47,11.42,22.4,17.2,6.5
11004,63000030051,臺北市大安區,敦安里,2466,6469,2931,3538,臺北市,大安區,42.968,44,12.06,23.02,15.69,5.21
11004,63000030052,臺北市大安區,正聲里,1899,4662,2170,2492,臺北市,大安區,45.2855,47,12.12,24.95,16.04,6.69
11004,63000030053,臺北市大安區,敦煌里,2368,6364,2902,3462,臺北市,大安區,42.502,44,10.1,22.78,16.01,5.14
11004,63000030054,臺北市大安區,華聲里,1719,4222,1952,2270,臺北市,大安區,44.7553,46,12.13,25.86,15.51,5.78
11004,63000030055,臺北市大安區,車層里,2491,6273,2822,3451,臺北市,大安區,46.2648,48,11.88,23.51,17.87,6.78
11004,63000030056,臺北市大安區,光信里,3045,7732,3560,4172,臺北市,大安區,43.9152,45,12.62,25.45,15.27,4.88
11004,63000030057,臺北市大安區,學府里,1018,2643,1291,1352,臺北市,大安區,46.2543,49,12.67,22.97,17.59,10.52
11004,63000040001,臺北市中山區,正守里,1446,3264,1570,1694,臺北市,中山區,44.9513,46,13.11,29.01,14.19,5.61
11004,63000040002,臺北市中山區,正義里,2821,5187,2227,2960,臺北市,中山區,45.3468,46,12.82,28.74,11.55,3.89
11004,63000040003,臺北市中山區,正得里,2006,3600,1554,2046,臺北市,中山區,46.9175,48,11.64,26.86,14.75,5.44
11004,63000040004,臺北市中山區,民安里,2102,4446,2110,2336,臺北市,中山區,46.7812,48,12.42,27.44,16.1,6.55
11004,63000040005,臺北市中山區,康樂里,1509,2576,1081,1495,臺北市,中山區,47.8672,50,10.48,25.93,12.93,5.28
11004,63000040006,臺北市中山區,中山里,3844,6668,2832,3836,臺北市,中山區,45.7061,46,11.82,29.54,11.82,3.87
11004,63000040007,臺北市中山區,聚盛里,2405,4129,1780,2349,臺北市,中山區,46.612,48,11.82,27.42,12.5,3.61
11004,63000040008,臺北市中山區,集英里,3370,7195,3270,3925,臺北市,中山區,43.2489,44,13.15,27.31,11.8,4.45
11004,63000040009,臺北市中山區,聚葉里,2041,3964,1804,2160,臺北市,中山區,45.6395,46,12.94,28.99,13.8,4.64
11004,63000040010,臺北市中山區,恆安里,2686,4976,2153,2823,臺北市,中山區,44.414,45,11.41,28.96,11.64,4.3
11004,63000040011,臺北市中山區,晴光里,2965,5409,2323,3086,臺北市,中山區,45.714,46,11.8,28.56,13.0,4.12
11004,63000040012,臺北市中山區,圓山里,1953,4155,1889,2266,臺北市,中山區,44.6924,45,12.23,29.27,12.3,4.19
11004,63000040013,臺北市中山區,劍潭里,1428,3721,1783,1938,臺北市,中山區,44.8879,46,11.53,24.46,14.54,5.35
11004,63000040014,臺北市中山區,大直里,3560,9251,4373,4878,臺北市,中山區,42.8674,43,12.76,27.37,13.84,4.71
11004,63000040015,臺北市中山區,成功里,2863,6881,3163,3718,臺北市,中山區,39.5887,41,13.11,26.71,9.02,2.83
11004,63000040016,臺北市中山區,永安里,3832,9582,4405,5177,臺北市,中山區,41.3998,43,15.29,27.77,10.42,3.46
11004,63000040017,臺北市中山區,大佳里,427,1089,594,495,臺北市,中山區,42.8871,44,12.12,27.46,11.29,3.4
11004,63000040018,臺北市中山區,新喜里,2132,5122,2419,2703,臺北市,中山區,43.9623,45,14.08,29.77,11.68,4.22
11004,63000040019,臺北市中山區,新庄里,2176,4846,2247,2599,臺北市,中山區,44.9117,46,14.55,30.25,12.63,4.37
11004,63000040020,臺北市中山區,新福里,2262,5146,2395,2751,臺北市,中山區,44.5845,45,12.61,29.05,12.63,4.24
11004,63000040021,臺北市中山區,松江里,2558,6448,3022,3426,臺北市,中山區,44.3187,45,13.74,28.16,14.52,5.29
11004,63000040022,臺北市中山區,新生里,2133,4679,2170,2509,臺北市,中山區,46.2659,47,13.17,28.04,14.79,5.51
11004,63000040023,臺北市中山區,中庄里,2287,4934,2344,2590,臺北市,中山區,45.9988,47,14.0,29.02,14.82,5.49
11004,63000040024,臺北市中山區,行政里,3884,7328,3759,3569,臺北市,中山區,48.1775,50,12.1,25.71,13.92,5.38
11004,63000040025,臺北市中山區,行仁里,3006,7930,3756,4174,臺北市,中山區,43.9778,44,13.77,30.78,12.43,3.98
11004,63000040026,臺北市中山區,行孝里,1715,4250,2025,2225,臺北市,中山區,43.3864,43,15.15,32.92,10.87,3.55
11004,63000040027,臺北市中山區,下埤里,3014,7385,3468,3917,臺北市,中山區,44.8542,45,14.42,30.51,12.9,3.74
11004,63000040028,臺北市中山區,江寧里,2843,6870,3242,3628,臺北市,中山區,44.6699,46,13.39,28.24,13.77,4.76
11004,63000040029,臺北市中山區,江山里,3104,7418,3535,3883,臺北市,中山區,46.0138,47,12.91,26.84,15.35,5.38
11004,63000040030,臺北市中山區,中吉里,2371,5770,2703,3067,臺北市,中山區,42.8042,43,13.19,26.83,12.76,4.4
11004,63000040031,臺北市中山區,中原里,2303,5104,2388,2716,臺北市,中山區,45.8603,47,12.28,27.61,15.11,5.53
11004,63000040032,臺北市中山區,興亞里,2527,5405,2477,2928,臺北市,中山區,45.39,46,12.51,28.58,14.19,5.07
11004,63000040033,臺北市中山區,中央里,1590,3701,1735,1966,臺北市,中山區,43.1589,44,13.54,26.78,13.05,4.94
11004,63000040034,臺北市中山區,朱馥里,2523,5872,2687,3185,臺北市,中山區,43.8564,45,12.6,26.58,12.57,4.41
11004,63000040035,臺北市中山區,龍洲里,2133,4913,2256,2657,臺北市,中山區,46.4857,49,13.8,27.09,13.35,5.25
11004,63000040036,臺北市中山區,朱園里,2256,4592,2096,2496,臺北市,中山區,44.3789,45,12.8,29.07,13.24,4.99
11004,63000040037,臺北市中山區,埤頭里,1517,3217,1536,1681,臺北市,中山區,45.9848,47,12.81,27.45,15.39,6.0
11004,63000040038,臺北市中山區,朱崙里,1461,2971,1362,1609,臺北市,中山區,44.8822,46,13.73,27.36,13.7,5.12
11004,63000040039,臺北市中山區,力行里,2774,6130,2832,3298,臺北市,中山區,45.8555,47,13.36,27.52,15.15,5.99
11004,63000040040,臺北市中山區,復華里,2217,4751,2133,2618,臺北市,中山區,44.3991,45,13.56,27.51,13.49,5.24
11004,63000040041,臺北市中山區,金泰里,3505,8148,3908,4240,臺北市,中山區,39.7625,42,14.02,26.04,8.11,2.84
11004,63000040042,臺北市中山區,北安里,1022,2656,1262,1394,臺北市,中山區,43.3313,44,13.37,27.79,12.61,4.22
11004,63000050001,臺北市中正區,水源里,1384,3031,1399,1632,臺北市,中正區,44.8274,45,12.93,27.58,15.84,5.97
11004,63000050002,臺北市中正區,富水里,1047,2575,1240,1335,臺北市,中正區,41.2264,41,12.5,30.72,10.29,3.69
11004,63000050003,臺北市中正區,文盛里,1172,2597,1247,1350,臺北市,中正區,45.3616,47,13.52,27.22,16.29,6.47
11004,63000050004,臺北市中正區,林興里,2198,4780,2256,2524,臺北市,中正區,44.2833,45,12.87,27.8,13.51,5.46
11004,63000050005,臺北市中正區,河堤里,1986,4402,2089,2313,臺北市,中正區,46.7063,48,13.06,27.94,16.08,6.32
11004,63000050006,臺北市中正區,頂東里,2812,5879,2729,3150,臺北市,中正區,46.6962,47,11.99,27.74,15.87,6.23
11004,63000050007,臺北市中正區,網溪里,2506,5654,2627,3027,臺北市,中正區,45.6974,46,13.07,28.67,14.72,5.73
11004,63000050008,臺北市中正區,板溪里,1482,3189,1498,1691,臺北市,中正區,46.3493,47,11.51,27.19,15.9,5.8
11004,63000050009,臺北市中正區,螢圃里,2504,5449,2598,2851,臺北市,中正區,45.7354,46,13.67,28.78,15.1,5.32
11004,63000050010,臺北市中正區,螢雪里,1811,4208,1996,2212,臺北市,中正區,45.9313,46,13.09,29.47,14.78,5.3
11004,63000050011,臺北市中正區,永功里,2599,6281,3057,3224,臺北市,中正區,42.7192,43,14.11,28.45,12.45,4.89
11004,63000050012,臺北市中正區,永昌里,2044,4770,2326,2444,臺北市,中正區,46.6862,47,14.65,29.1,16.08,5.87
11004,63000050013,臺北市中正區,龍興里,1534,3976,1897,2079,臺北市,中正區,37.9497,39,10.81,26.81,10.04,3.95
11004,63000050014,臺北市中正區,忠勤里,2955,6129,2902,3227,臺北市,中正區,46.8408,48,14.28,29.34,13.72,5.81
11004,63000050015,臺北市中正區,廈安里,1918,4890,2323,2567,臺北市,中正區,37.2249,39,10.39,25.95,8.61,2.99
11004,63000050016,臺北市中正區,愛國里,1395,3461,1569,1892,臺北市,中正區,39.7654,41,11.7,24.13,11.7,4.45
11004,63000050017,臺北市中正區,南門里,1096,2850,1329,1521,臺北市,中正區,40.9814,42,11.19,24.28,13.86,5.65
11004,63000050018,臺北市中正區,龍光里,1335,3536,1732,1804,臺北市,中正區,39.1977,40,11.03,26.61,12.08,4.5
11004,63000050019,臺北市中正區,南福里,4870,12118,5847,6271,臺北市,中正區,38.6396,41,12.27,24.35,9.0,3.52
11004,63000050020,臺北市中正區,龍福里,2248,5630,2674,2956,臺北市,中正區,38.8128,40,12.49,27.35,11.12,3.82
11004,63000050021,臺北市中正區,新營里,3528,9693,4704,4989,臺北市,中正區,37.0615,39,11.39,23.44,8.45,3.44
11004,63000050022,臺北市中正區,建國里,749,1780,813,967,臺北市,中正區,35.2989,36,12.19,26.85,8.43,2.81
11004,63000050023,臺北市中正區,光復里,1919,3941,1857,2084,臺北市,中正區,41.9355,43,13.88,26.97,11.95,4.03
11004,63000050024,臺北市中正區,黎明里,1680,3545,1701,1844,臺北市,中正區,40.1955,41,12.64,26.74,10.49,4.01
11004,63000050025,臺北市中正區,梅花里,1380,3073,1431,1642,臺北市,中正區,46.3925,48,12.37,26.59,17.25,6.7
11004,63000050026,臺北市中正區,幸福里,2860,5721,2898,2823,臺北市,中正區,46.6875,49,11.41,23.91,15.52,6.9
11004,63000050027,臺北市中正區,幸市里,1920,4304,2044,2260,臺北市,中正區,46.9066,49,12.92,26.18,17.75,6.39
11004,63000050028,臺北市中正區,東門里,1670,3974,1920,2054,臺北市,中正區,41.8415,42,11.58,25.69,13.01,4.3
11004,63000050029,臺北市中正區,文北里,2316,5653,2665,2988,臺北市,中正區,43.9487,45,11.27,23.21,14.91,5.34
11004,63000050030,臺北市中正區,文祥里,3192,8443,4002,4441,臺北市,中正區,39.6222,41,11.15,23.62,10.79,4.2
11004,63000050031,臺北市中正區,三愛里,3581,8929,4101,4828,臺北市,中正區,42.5939,44,12.1,24.03,14.51,5.91
11004,63000060001,臺北市大同區,玉泉里,1252,2933,1436,1497,臺北市,大同區,45.2632,45,13.4,28.64,14.93,5.11
11004,63000060002,臺北市大同區,建明里,1491,3237,1545,1692,臺北市,大同區,45.7451,47,12.36,27.15,13.81,5.25
11004,63000060003,臺北市大同區,建功里,2069,4767,2263,2504,臺北市,大同區,43.7854,44,12.25,29.28,13.03,4.57
11004,63000060004,臺北市大同區,建泰里,1657,3832,1824,2008,臺北市,大同區,41.7333,42,11.74,27.53,11.93,4.31
11004,63000060005,臺北市大同區,永樂里,2203,5130,2549,2581,臺北市,大同區,44.2265,45,14.15,29.18,13.82,4.97
11004,63000060006,臺北市大同區,朝陽里,2006,4371,2077,2294,臺北市,大同區,45.1773,45,14.71,29.56,13.34,4.62
11004,63000060007,臺北市大同區,星明里,2607,6173,2917,3256,臺北市,大同區,41.0888,42,12.23,28.27,10.35,3.52
11004,63000060008,臺北市大同區,光能里,2062,5237,2521,2716,臺北市,大同區,41.469,42,12.51,27.17,11.92,4.85
11004,63000060009,臺北市大同區,大有里,1862,4691,2286,2405,臺北市,大同區,43.589,44,13.84,29.93,13.28,4.6
11004,63000060010,臺北市大同區,延平里,1907,4158,1982,2176,臺北市,大同區,44.8095,46,13.64,28.84,13.16,4.35
11004,63000060011,臺北市大同區,雙連里,3864,9603,4611,4992,臺北市,大同區,41.6451,42,13.03,27.77,10.97,3.97
11004,63000060012,臺北市大同區,南芳里,1720,4095,1899,2196,臺北市,大同區,42.4061,43,13.46,28.6,12.7,4.4
11004,63000060013,臺北市大同區,民權里,2582,6576,3129,3447,臺北市,大同區,40.4319,41,12.96,28.86,9.52,3.38
11004,63000060014,臺北市大同區,景星里,1127,2610,1305,1305,臺北市,大同區,45.4881,46,13.1,27.43,14.94,5.02
11004,63000060015,臺北市大同區,隆和里,1470,3517,1686,1831,臺北市,大同區,41.95,42,13.79,29.09,12.23,4.35
11004,63000060016,臺北市大同區,蓬萊里,2135,4938,2343,2595,臺北市,大同區,43.8864,44,13.35,29.51,12.6,4.78
11004,63000060017,臺北市大同區,國順里,1052,2647,1358,1289,臺北市,大同區,44.9116,46,14.05,27.28,13.11,4.84
11004,63000060018,臺北市大同區,國慶里,1947,4642,2183,2459,臺北市,大同區,42.4468,42,14.28,30.93,11.01,4.18
11004,63000060019,臺北市大同區,揚雅里,2465,4539,2489,2050,臺北市,大同區,48.1366,50,12.4,26.59,14.78,5.9
11004,63000060020,臺北市大同區,斯文里,2047,4637,2262,2375,臺北市,大同區,45.2374,46,14.23,29.24,12.96,4.98
11004,63000060021,臺北市大同區,鄰江里,2648,6463,3197,3266,臺北市,大同區,44.8057,45,13.65,29.51,13.37,5.8
11004,63000060022,臺北市大同區,至聖里,3375,7750,3700,4050,臺北市,大同區,45.5961,46,14.23,29.11,14.37,6.0
11004,63000060024,臺北市大同區,老師里,2304,5804,2884,2920,臺北市,大同區,43.6857,43,14.83,31.46,12.3,4.74
11004,63000060025,臺北市大同區,重慶里,2647,6725,3186,3539,臺北市,大同區,43.1148,44,15.05,30.35,11.87,4.48
11004,63000060026,臺北市大同區,保安里,1841,4259,2083,2176,臺北市,大同區,44.6048,45,14.67,29.84,14.56,5.96
11004,63000070001,臺北市萬華區,福星里,2744,5378,2547,2831,臺北市,萬華區,45.8847,47,11.92,26.5,13.8,5.21
11004,63000070002,臺北市萬華區,萬壽里,1853,3260,1562,1698,臺北市,萬華區,48.3344,51,9.29,21.9,15.92,5.12
11004,63000070003,臺北市萬華區,西門里,1978,3659,1673,1986,臺北市,萬華區,46.0568,47,10.88,26.26,13.75,5.22
11004,63000070004,臺北市萬華區,新起里,3244,6703,3168,3535,臺北市,萬華區,46.5239,48,13.35,28.7,14.84,5.31
11004,63000070005,臺北市萬華區,菜園里,2887,6191,3089,3102,臺北市,萬華區,44.9344,45,13.6,29.37,13.39,4.57
11004,63000070006,臺北市萬華區,青山里,2788,5772,2796,2976,臺北市,萬華區,46.9207,49,12.99,28.34,14.52,4.95
11004,63000070007,臺北市萬華區,富民里,2272,4825,2370,2455,臺北市,萬華區,47.4765,48,13.6,28.64,16.62,6.3
11004,63000070008,臺北市萬華區,福音里,1864,3891,1891,2000,臺北市,萬華區,44.633,44,13.83,31.82,12.95,4.99
11004,63000070009,臺北市萬華區,仁德里,2149,4662,2246,2416,臺北市,萬華區,46.4103,46,14.71,29.56,14.91,5.56
11004,63000070010,臺北市萬華區,富福里,3240,6011,3311,2700,臺北市,萬華區,48.4984,51,11.65,25.29,15.01,5.47
11004,63000070011,臺北市萬華區,頂碩里,2944,6965,3492,3473,臺北市,萬華區,45.0533,45,14.13,29.92,13.37,4.82
11004,63000070012,臺北市萬華區,雙園里,1884,4595,2270,2325,臺北市,萬華區,42.7462,43,14.62,30.01,11.73,4.5
11004,63000070013,臺北市萬華區,新忠里,1579,3412,1589,1823,臺北市,萬華區,48.5926,51,12.63,25.32,18.9,9.73
11004,63000070014,臺北市萬華區,新和里,3414,8194,3907,4287,臺北市,萬華區,46.0775,48,14.71,29.85,14.05,5.83
11004,63000070015,臺北市萬華區,糖廍里,2283,5361,2690,2671,臺北市,萬華區,45.7506,45,14.01,30.22,14.92,5.58
11004,63000070016,臺北市萬華區,和平里,2750,6543,3221,3322,臺北市,萬華區,45.6645,46,14.06,30.15,14.05,5.44
11004,63000070017,臺北市萬華區,綠堤里,1728,4233,2040,2193,臺北市,萬華區,45.6095,46,15.1,28.63,14.74,5.81
11004,63000070018,臺北市萬華區,華江里,3251,8316,4054,4262,臺北市,萬華區,44.1263,44,15.75,31.89,12.57,4.73
11004,63000070019,臺北市萬華區,柳鄉里,2077,5057,2489,2568,臺北市,萬華區,45.3773,46,13.37,29.09,13.78,5.52
11004,63000070020,臺北市萬華區,日善里,1423,3746,1852,1894,臺北市,萬華區,42.6169,43,13.69,30.75,11.8,4.46
11004,63000070021,臺北市萬華區,新安里,2629,5966,2921,3045,臺北市,萬華區,45.8121,47,14.65,30.05,14.3,5.41
11004,63000070022,臺北市萬華區,忠德里,1828,4490,2233,2257,臺北市,萬華區,43.5813,44,14.81,30.02,13.16,5.06
11004,63000070023,臺北市萬華區,孝德里,1248,3181,1568,1613,臺北市,萬華區,44.9723,45,15.37,31.41,13.45,5.03
11004,63000070024,臺北市萬華區,和德里,2623,6416,3213,3203,臺北市,萬華區,44.1722,45,15.94,31.41,12.33,4.69
11004,63000070025,臺北市萬華區,錦德里,2188,5459,2628,2831,臺北市,萬華區,44.5419,44,14.56,31.62,13.39,5.46
11004,63000070026,臺北市萬華區,全德里,1772,4391,2187,2204,臺北市,萬華區,42.9289,43,13.03,28.38,12.59,4.65
11004,63000070027,臺北市萬華區,保德里,1270,3249,1606,1643,臺北市,萬華區,44.024,44,15.24,30.41,13.7,5.42
11004,63000070028,臺北市萬華區,銘德里,1836,4564,2222,2342,臺北市,萬華區,44.7732,45,14.11,30.19,13.58,4.82
11004,63000070029,臺北市萬華區,榮德里,1377,3545,1789,1756,臺北市,萬華區,45.4243,46,13.23,28.21,15.01,5.02
11004,63000070030,臺北市萬華區,壽德里,1925,5011,2483,2528,臺北市,萬華區,43.6242,44,15.33,29.4,12.27,4.67
11004,63000070031,臺北市萬華區,興德里,1761,4627,2279,2348,臺北市,萬華區,43.8697,44,14.59,29.5,13.66,5.25
11004,63000070032,臺北市萬華區,華中里,2423,6063,2946,3117,臺北市,萬華區,45.1293,45,13.74,28.45,14.58,6.23
11004,63000070033,臺北市萬華區,日祥里,2735,5989,2903,3086,臺北市,萬華區,45.2254,46,14.56,28.39,14.14,5.74
11004,63000070034,臺北市萬華區,忠貞里,2277,4752,2213,2539,臺北市,萬華區,48.7327,51,12.84,24.6,18.37,7.91
11004,63000070035,臺北市萬華區,凌霄里,1615,3552,1659,1893,臺北市,萬華區,45.9797,47,13.34,27.93,13.85,6.48
11004,63000070036,臺北市萬華區,騰雲里,1333,3015,1425,1590,臺北市,萬華區,46.1164,47,14.26,29.72,14.2,5.04
11004,63000080001,臺北市文山區,景行里,3520,8266,3858,4408,臺北市,文山區,39.345,40,13.13,27.67,9.19,3.74
11004,63000080002,臺北市文山區,景東里,2974,7463,3497,3966,臺北市,文山區,41.0619,42,13.56,27.39,9.38,3.22
11004,63000080003,臺北市文山區,景美里,2087,5310,2485,2825,臺北市,文山區,42.2232,43,12.86,26.05,13.18,4.86
11004,63000080004,臺北市文山區,景慶里,2539,6678,3157,3521,臺北市,文山區,42.1816,43,13.42,28.27,11.49,3.89
11004,63000080005,臺北市文山區,景仁里,2429,5834,2735,3099,臺北市,文山區,41.3978,42,13.2,27.46,11.31,3.91
11004,63000080006,臺北市文山區,景華里,2266,5903,2783,3120,臺北市,文山區,42.4786,43,12.79,26.97,12.69,4.98
11004,63000080007,臺北市文山區,萬有里,2219,5678,2733,2945,臺北市,文山區,41.8008,42,14.55,29.24,11.06,4.0
11004,63000080008,臺北市文山區,萬祥里,1875,4636,2187,2449,臺北市,文山區,43.4899,44,13.42,27.96,13.2,5.03
11004,63000080009,臺北市文山區,萬隆里,2929,7372,3477,3895,臺北市,文山區,42.7854,43,13.48,27.89,11.61,4.3
11004,63000080010,臺北市文山區,萬年里,2262,5243,2519,2724,臺北市,文山區,45.3673,46,13.87,29.6,14.51,5.82
11004,63000080011,臺北市文山區,萬和里,1460,3343,1608,1735,臺北市,文山區,45.2022,46,13.4,26.02,15.7,7.27
11004,63000080012,臺北市文山區,萬盛里,2051,4647,2228,2419,臺北市,文山區,45.9294,47,12.85,27.78,14.44,5.42
11004,63000080013,臺北市文山區,興豐里,2120,5064,2417,2647,臺北市,文山區,43.2437,45,14.24,27.01,11.97,4.48
11004,63000080014,臺北市文山區,興光里,1580,3588,1654,1934,臺北市,文山區,42.9259,44,16.22,31.91,10.87,3.62
11004,63000080015,臺北市文山區,興家里,2920,7494,3635,3859,臺北市,文山區,42.5033,42,15.32,32.88,9.3,3.16
11004,63000080016,臺北市文山區,興得里,2503,5953,2847,3106,臺北市,文山區,43.3855,44,16.06,31.5,11.31,3.83
11004,63000080017,臺北市文山區,興業里,2144,5345,2525,2820,臺北市,文山區,46.0155,47,13.6,29.0,14.71,5.35
11004,63000080018,臺北市文山區,興安里,2791,6886,3241,3645,臺北市,文山區,42.959,44,14.87,29.41,12.04,4.75
11004,63000080019,臺北市文山區,興福里,2138,5821,2759,3062,臺北市,文山區,40.8249,42,14.74,28.9,10.39,3.62
11004,63000080020,臺北市文山區,興旺里,3449,8281,3969,4312,臺北市,文山區,42.0491,43,14.54,30.61,8.6,2.8
11004,63000080021,臺北市文山區,興泰里,1806,4053,1906,2147,臺北市,文山區,44.8525,46,14.61,29.66,11.92,4.29
11004,63000080022,臺北市文山區,興昌里,2803,6623,3115,3508,臺北市,文山區,43.4463,45,15.33,28.7,10.98,3.73
11004,63000080023,臺北市文山區,試院里,2813,6869,3262,3607,臺北市,文山區,42.8336,44,15.17,30.28,10.99,3.84
11004,63000080024,臺北市文山區,華興里,3660,9125,4397,4728,臺北市,文山區,42.0348,43,15.97,29.48,11.22,3.76
11004,63000080025,臺北市文山區,明義里,1855,4568,2165,2403,臺北市,文山區,39.9866,40,20.42,34.46,8.82,3.5
11004,63000080026,臺北市文山區,明興里,2791,6753,3239,3514,臺北市,文山區,43.3801,44,15.53,30.56,9.89,3.6
11004,63000080027,臺北市文山區,木柵里,3702,9053,4250,4803,臺北市,文山區,43.7402,45,15.54,28.33,12.71,4.62
11004,63000080028,臺北市文山區,木新里,4579,10052,5086,4966,臺北市,文山區,45.2628,47,14.84,28.78,11.82,4.34
11004,63000080029,臺北市文山區,順興里,2890,7546,3638,3908,臺北市,文山區,41.45,42,15.84,31.31,9.5,3.27
11004,63000080030,臺北市文山區,樟林里,3241,8364,4059,4305,臺北市,文山區,43.6649,44,15.69,29.24,12.73,4.38
11004,63000080031,臺北市文山區,樟新里,2200,5662,2669,2993,臺北市,文山區,41.4016,43,16.73,30.15,9.41,3.21
11004,63000080032,臺北市文山區,樟腳里,2110,5635,2724,2911,臺北市,文山區,41.7193,42,15.85,30.65,9.94,3.92
11004,63000080033,臺北市文山區,萬芳里,3122,7883,3730,4153,臺北市,文山區,42.795,43,16.35,31.55,9.83,3.4
11004,63000080034,臺北市文山區,博嘉里,2290,5988,2862,3126,臺北市,文山區,42.5291,43,15.38,30.44,10.86,4.16
11004,63000080035,臺北市文山區,萬興里,3340,8684,4186,4498,臺北市,文山區,41.4234,43,15.79,28.67,9.77,3.95
11004,63000080036,臺北市文山區,指南里,1768,4117,2103,2014,臺北市,文山區,42.1635,43,14.96,29.27,9.55,4.25
11004,63000080037,臺北市文山區,老泉里,361,912,479,433,臺北市,文山區,42.8607,43,16.67,29.61,12.5,5.37
11004,63000080038,臺北市文山區,忠順里,1789,4216,1987,2229,臺北市,文山區,44.94,46,15.99,29.58,13.07,5.03
11004,63000080039,臺北市文山區,萬美里,2906,7278,3477,3801,臺北市,文山區,44.2664,46,16.03,29.71,11.32,3.92
11004,63000080040,臺北市文山區,政大里,3037,8134,3918,4216,臺北市,文山區,38.3232,41,15.33,26.31,6.55,2.37
11004,63000080041,臺北市文山區,樟文里,2374,6263,3028,3235,臺北市,文山區,41.875,42,15.38,30.0,10.83,3.0
11004,63000080042,臺北市文山區,興邦里,2201,5014,2371,2643,臺北市,文山區,43.6452,45,15.42,29.7,11.77,4.19
11004,63000080043,臺北市文山區,樟樹里,1830,4842,2300,2542,臺北市,文山區,41.9091,42,15.65,30.19,11.3,3.66
11004,63000090001,臺北市南港區,南港里,2960,6738,3450,3288,臺北市,南港區,42.2985,43,14.19,29.91,10.45,3.77
