統計年月,區域別代碼,區域別,村里,戶數,人口數,人口數-男,人口數-女,縣市,鄉鎮市區,平均數,中位數,30歲以下比例,40歲以下比例,70歲以上比例,80歲以上比例
11004,65000010001,新北市板橋區,留侯里,693,1687,806,881,新北市,板橋區,42.524,43,13.87,29.22,10.37,3.5
11004,65000010002,新北市板橋區,流芳里,634,1507,703,804,新北市,板橋區,43.1586,44,13.27,25.55,12.61,5.31
11004,65000010003,新北市板橋區,赤松里,473,1021,479,542,新北市,板橋區,41.2948,42,16.16,28.7,11.95,3.92
11004,65000010004,新北市板橋區,黃石里,532,1298,623,675,新北市,板橋區,40.8975,41,13.33,27.81,11.56,5.32
11004,65000010005,新北市板橋區,挹秀里,874,2028,991,1037,新北市,板橋區,42.5754,43,13.56,27.91,11.79,4.54
11004,65000010006,新北市板橋區,湳興里,2265,5282,2511,2771,新北市,板橋區,42.8605,43,14.62,31.37,10.05,3.45
11004,65000010007,新北市板橋區,新興里,1542,3245,1546,1699,新北市,板橋區,44.0644,44,14.73,31.34,12.02,3.94
11004,65000010008,新北市板橋區,社後里,5600,9890,5598,4292,新北市,板橋區,47.3022,49,12.51,27.06,12.01,4.04
11004,65000010009,新北市板橋區,香社里,1700,4440,2196,2244,新北市,板橋區,42.5745,42,16.55,33.06,9.68,2.59
11004,65000010010,新北市板橋區,中正里,2147,5301,2581,2720,新北市,板橋區,40.1154,40,14.88,35.96,7.92,1.77
11004,65000010011,新北市板橋區,自強里,2082,5269,2576,2693,新北市,板橋區,44.6728,45,12.07,28.37,14.44,3.97
11004,65000010012,新北市板橋區,自立里,1114,2855,1369,1486,新北市,板橋區,43.7023,43,14.61,31.56,11.98,2.7
11004,65000010013,新北市板橋區,光華里,1132,2757,1341,1416,新北市,板橋區,43.9764,44,14.62,29.78,11.72,4.03
11004,65000010014,新北市板橋區,國光里,1562,3773,1812,1961,新北市,板橋區,46.1026,48,17.15,30.11,13.57,5.04
11004,65000010015,新北市板橋區,港尾里,1120,3022,1440,1582,新北市,板橋區,40.8647,41,14.89,30.87,8.04,2.22
11004,65000010016,新北市板橋區,金華里,1491,4079,1993,2086,新北市,板橋區,42.4366,42,14.46,31.87,10.96,2.94
11004,65000010017,新北市板橋區,港德里,1930,4810,2361,2449,新北市,板橋區,43.6705,43,15.16,30.54,12.58,3.72
11004,65000010018,新北市板橋區,民權里,1087,2645,1270,1375,新北市,板橋區,45.6998,46,13.46,28.2,15.31,5.18
11004,65000010019,新北市板橋區,建國里,1429,3598,1722,1876,新北市,板橋區,43.5345,43,15.76,30.85,12.59,3.53
11004,65000010020,新北市板橋區,漢生里,1722,4419,2143,2276,新北市,板橋區,42.7386,43,11.43,27.52,12.2,3.69
11004,65000010021,新北市板橋區,公舘里,1519,4023,1993,2030,新北市,板橋區,41.96,42,15.36,30.25,11.48,3.73
11004,65000010022,新北市板橋區,新民里,1754,4605,2228,2377,新北市,板橋區,41.2664,42,12.51,27.21,10.71,3.21
11004,65000010023,新北市板橋區,幸福里,1548,4025,1977,2048,新北市,板橋區,43.283,43,15.43,31.93,12.02,3.38
11004,65000010024,新北市板橋區,忠誠里,1788,4444,2130,2314,新北市,板橋區,43.1699,44,13.14,26.96,12.13,5.02
11004,65000010025,新北市板橋區,百壽里,1255,3033,1396,1637,新北市,板橋區,40.2334,41,12.66,26.44,10.45,3.0
11004,65000010026,新北市板橋區,介壽里,1296,3278,1546,1732,新北市,板橋區,41.6592,43,11.9,25.5,11.74,3.78
11004,65000010027,新北市板橋區,新埔里,890,2127,1045,1082,新北市,板橋區,44.779,45,15.09,30.32,13.45,3.39
11004,65000010028,新北市板橋區,華江里,3278,7995,3689,4306,新北市,板橋區,38.7335,40,12.98,27.9,7.65,2.1
11004,65000010029,新北市板橋區,江翠里,2115,5307,2610,2697,新北市,板橋區,42.8119,43,15.73,32.18,10.25,3.01
11004,65000010030,新北市板橋區,純翠里,2106,5564,2651,2913,新北市,板橋區,42.3197,42,14.85,31.9,9.38,2.17
11004,65000010031,新北市板橋區,溪頭里,2644,6383,3113,3270,新北市,板橋區,42.1015,43,16.28,31.98,9.43,2.98
11004,65000010032,新北市板橋區,聯翠里,1676,3785,1776,2009,新北市,板橋區,44.1379,46,14.4,27.11,11.18,3.25
11004,65000010033,新北市板橋區,宏翠里,2519,5512,2606,2906,新北市,板橋區,41.248,42,14.06,32.09,7.15,1.71
11004,65000010034,新北市板橋區,仁翠里,1106,2913,1411,1502,新北市,板橋區,44.0886,43,14.32,30.66,12.12,2.99
11004,65000010035,新北市板橋區,新翠里,3275,8312,3960,4352,新北市,板橋區,41.2061,42,16.28,33.08,7.33,1.5
11004,65000010036,新北市板橋區,吉翠里,1398,3846,1862,1984,新北市,板橋區,41.7499,41,15.52,33.8,8.89,1.77
11004,65000010037,新北市板橋區,德翠里,2743,7439,3644,3795,新北市,板橋區,39.8757,41,17.42,33.0,5.91,1.44
11004,65000010038,新北市板橋區,滿翠里,1152,3031,1451,1580,新北市,板橋區,43.8928,44,14.98,31.38,11.84,2.71
11004,65000010039,新北市板橋區,明翠里,1977,4865,2370,2495,新北市,板橋區,44.1955,44,14.18,30.34,11.78,3.41
11004,65000010040,新北市板橋區,松翠里,1423,3420,1634,1786,新北市,板橋區,43.7664,44,15.73,30.94,10.91,3.07
11004,65000010041,新北市板橋區,柏翠里,2187,4878,2330,2548,新北市,板橋區,41.5765,42,15.56,32.37,9.29,2.36
11004,65000010042,新北市板橋區,龍翠里,1996,5035,2466,2569,新北市,板橋區,42.9501,43,15.89,32.02,9.71,2.72
11004,65000010043,新北市板橋區,華翠里,1383,3683,1774,1909,新北市,板橋區,41.29,41,14.39,30.79,9.42,2.47
11004,65000010044,新北市板橋區,忠翠里,4552,11040,5161,5879,新北市,板橋區,40.0617,42,16.07,29.91,6.97,1.99
11004,65000010045,新北市板橋區,嵐翠里,977,2511,1259,1252,新北市,板橋區,43.5874,44,14.06,31.02,11.07,3.19
11004,65000010046,新北市板橋區,文翠里,1579,4052,1985,2067,新北市,板橋區,43.4874,44,15.18,31.37,10.91,3.23
11004,65000010047,新北市板橋區,青翠里,1211,3030,1532,1498,新北市,板橋區,43.8168,44,15.51,31.32,11.32,3.47
11004,65000010048,新北市板橋區,懷翠里,2259,6265,3088,3177,新北市,板橋區,42.2816,42,17.3,32.88,9.03,2.76
11004,65000010049,新北市板橋區,福翠里,577,1400,706,694,新北市,板橋區,44.7607,45,13.5,29.79,12.57,4.14
11004,65000010050,新北市板橋區,港嘴里,2429,6083,2985,3098,新北市,板橋區,43.3648,44,15.75,31.94,8.93,2.6
11004,65000010051,新北市板橋區,振興里,1691,4452,2173,2279,新北市,板橋區,44.3142,44,15.68,32.21,11.1,3.32
11004,65000010052,新北市板橋區,振義里,1662,4269,2096,2173,新北市,板橋區,43.535,44,16.56,31.23,10.63,3.35
11004,65000010053,新北市板橋區,光復里,1370,3419,1738,1681,新北市,板橋區,42.7072,44,16.12,30.71,9.51,3.63
11004,65000010054,新北市板橋區,埔墘里,2603,6324,3013,3311,新北市,板橋區,43.7051,44,16.52,31.74,9.58,3.59
11004,65000010055,新北市板橋區,長壽里,1108,2990,1473,1517,新北市,板橋區,43.7077,43,14.25,31.17,11.57,3.31
11004,65000010056,新北市板橋區,福壽里,1289,3346,1637,1709,新北市,板橋區,43.2146,44,17.63,33.17,9.44,2.63
11004,65000010057,新北市板橋區,海山里,2847,8370,3973,4397,新北市,板橋區,38.586,40,14.66,28.83,8.02,2.41
11004,65000010058,新北市板橋區,九如里,1107,2970,1447,1523,新北市,板橋區,42.2973,43,17.51,31.28,10.64,3.37
11004,65000010059,新北市板橋區,玉光里,2260,5703,2692,3011,新北市,板橋區,40.1773,41,15.27,30.25,8.77,2.44
11004,65000010060,新北市板橋區,光仁里,1041,2997,1466,1531,新北市,板橋區,41.7217,42,14.88,28.56,11.28,3.0
11004,65000010061,新北市板橋區,埤墘里,1836,4811,2284,2527,新北市,板橋區,39.6437,41,13.37,27.73,9.19,2.91
11004,65000010062,新北市板橋區,永安里,1451,3752,1821,1931,新北市,板橋區,40.6834,42,14.07,28.94,9.04,2.37
11004,65000010063,新北市板橋區,雙玉里,1620,4456,2132,2324,新北市,板橋區,40.1176,42,14.83,27.49,9.11,2.63
11004,65000010064,新北市板橋區,廣新里,1304,3734,1822,1912,新北市,板橋區,41.2081,42,13.42,28.74,9.99,2.57
11004,65000010065,新北市板橋區,深丘里,3747,9360,4489,4871,新北市,板橋區,38.3032,40,13.61,28.38,7.66,1.96
11004,65000010066,新北市板橋區,香丘里,1565,4099,1951,2148,新北市,板橋區,39.84,41,12.98,28.35,8.47,2.42
11004,65000010067,新北市板橋區,西安里,1081,2853,1370,1483,新北市,板橋區,41.9302,42,15.63,29.34,10.66,3.54
11004,65000010068,新北市板橋區,東丘里,1697,4821,2335,2486,新北市,板橋區,41.3786,42,14.29,29.37,11.06,3.11
11004,65000010069,新北市板橋區,長安里,1737,4948,2383,2565,新北市,板橋區,38.1065,39,13.86,29.95,6.71,1.92
11004,65000010070,新北市板橋區,福丘里,2297,5205,2378,2827,新北市,板橋區,40.7143,42,14.04,28.3,9.16,3.23
11004,65000010071,新北市板橋區,福祿里,1632,4128,1945,2183,新北市,板橋區,41.5116,42,14.56,29.12,9.74,2.3
11004,65000010072,新北市板橋區,民族里,1884,5261,2531,2730,新北市,板橋區,37.449,39,12.18,27.22,8.69,2.62
11004,65000010073,新北市板橋區,國泰里,1477,3796,1815,1981,新北市,板橋區,41.7484,43,14.73,28.4,10.75,3.4
11004,65000010074,新北市板橋區,福德里,1963,5135,2556,2579,新北市,板橋區,42.9825,44,15.7,29.66,12.52,3.62
11004,65000010075,新北市板橋區,景星里,1566,3518,1695,1823,新北市,板橋區,43.5759,44,16.4,30.42,11.23,4.35
11004,65000010076,新北市板橋區,福星里,1372,3648,1734,1914,新北市,板橋區,43.0504,44,17.05,30.46,11.65,4.03
11004,65000010077,新北市板橋區,鄉雲里,1675,3865,1851,2014,新北市,板橋區,43.378,44,15.52,31.02,11.31,3.62
11004,65000010078,新北市板橋區,廣德里,2618,7007,3405,3602,新北市,板橋區,41.9472,42,15.98,30.77,9.68,2.73
11004,65000010079,新北市板橋區,大豐里,1819,4769,2303,2466,新北市,板橋區,43.784,44,15.14,30.53,12.06,3.75
11004,65000010080,新北市板橋區,重慶里,3315,8879,4299,4580,新北市,板橋區,41.0708,42,16.21,32.57,7.51,1.94
11004,65000010081,新北市板橋區,仁愛里,1177,3134,1556,1578,新北市,板橋區,44.4809,45,14.36,30.28,12.09,3.67
11004,65000010082,新北市板橋區,和平里,1734,4294,2005,2289,新北市,板橋區,37.1437,40,12.02,28.71,5.64,1.7
11004,65000010083,新北市板橋區,廣福里,1576,4190,2049,2141,新北市,板橋區,40.9945,42,15.8,31.98,7.35,2.05
11004,65000010084,新北市板橋區,華興里,1706,4319,2085,2234,新北市,板橋區,42.8923,43,17.13,32.21,9.91,3.2
11004,65000010085,新北市板橋區,華貴里,1002,2648,1257,1391,新北市,板橋區,43.2779,43,13.9,30.14,12.27,2.83
11004,65000010086,新北市板橋區,華德里,3011,7260,3465,3795,新北市,板橋區,41.7573,42,15.15,31.09,8.55,2.02
11004,65000010087,新北市板橋區,華東里,3546,8032,3885,4147,新北市,板橋區,42.4983,43,15.56,32.71,8.85,2.44
11004,65000010088,新北市板橋區,信義里,1770,4447,2174,2273,新北市,板橋區,43.0942,43,14.35,30.94,11.02,3.15
11004,65000010089,新北市板橋區,浮洲里,1477,3918,1980,1938,新北市,板橋區,42.718,42,15.31,33.74,9.9,3.24
11004,65000010090,新北市板橋區,華中里,1985,5436,2724,2712,新北市,板橋區,41.3291,40,15.84,35.74,6.7,1.51
11004,65000010091,新北市板橋區,僑中里,1554,4340,2162,2178,新北市,板橋區,40.0046,39,17.42,38.11,5.16,1.11
11004,65000010092,新北市板橋區,中山里,3120,7134,3487,3647,新北市,板橋區,41.223,42,14.12,31.46,7.86,2.03
11004,65000010093,新北市板橋區,復興里,271,981,602,379,新北市,板橋區,52.2151,53,11.01,25.48,27.42,19.27
11004,65000010094,新北市板橋區,大安里,1529,4043,2050,1993,新北市,板橋區,42.9785,43,15.01,32.03,10.59,2.5
11004,65000010095,新北市板橋區,福安里,3408,7506,3590,3916,新北市,板橋區,40.8283,42,12.12,29.76,6.47,1.88
11004,65000010096,新北市板橋區,聚安里,1998,5392,2691,2701,新北市,板橋區,41.9813,42,14.78,33.86,8.31,2.11
11004,65000010097,新北市板橋區,龍安里,1079,2861,1390,1471,新北市,板橋區,43.0332,42,14.65,32.82,9.89,2.83
11004,65000010098,新北市板橋區,崑崙里,3778,10345,5064,5281,新北市,板橋區,39.4726,40,17.54,33.39,6.7,1.7
11004,65000010099,新北市板橋區,溪洲里,2217,6168,2996,3172,新北市,板橋區,41.3264,42,16.42,31.89,8.92,2.46
11004,65000010100,新北市板橋區,溪北里,1367,3704,1826,1878,新北市,板橋區,41.0575,41,16.68,32.88,9.48,2.73
11004,65000010101,新北市板橋區,香雅里,1099,2690,1319,1371,新北市,板橋區,43.4862,43,15.06,33.75,10.41,2.75
11004,65000010102,新北市板橋區,新生里,1602,4431,2188,2243,新北市,板橋區,42.7804,42,13.02,31.84,9.46,2.32
11004,65000010103,新北市板橋區,文德里,1202,3084,1529,1555,新北市,板橋區,43.4267,44,16.21,31.32,10.47,2.69
11004,65000010104,新北市板橋區,文化里,1403,3467,1669,1798,新北市,板橋區,43.216,44,14.77,29.85,11.28,3.35
11004,65000010105,新北市板橋區,新海里,1246,3583,1793,1790,新北市,板橋區,41.4002,41,14.15,34.61,6.73,1.48
11004,65000010106,新北市板橋區,莒光里,1157,2913,1417,1496,新北市,板橋區,43.0711,43,13.59,29.42,11.95,3.16
11004,65000010107,新北市板橋區,富貴里,889,2339,1130,1209,新北市,板橋區,44.0372,44,16.03,31.3,12.44,3.38
11004,65000010108,新北市板橋區,正泰里,1130,3074,1459,1615,新北市,板橋區,42.6067,43,13.37,31.1,9.63,1.89
11004,65000010109,新北市板橋區,民生里,942,2361,1128,1233,新北市,板橋區,41.4163,42,12.79,29.48,8.77,2.5
11004,65000010110,新北市板橋區,後埔里,1602,3829,1860,1969,新北市,板橋區,43.8853,44,14.52,30.56,11.49,3.5
11004,65000010111,新北市板橋區,華福里,772,2070,994,1076,新北市,板橋區,44.7077,45,14.64,30.82,10.68,2.61
11004,65000010112,新北市板橋區,堂春里,1537,4446,2183,2263,新北市,板橋區,39.4791,39,18.26,35.38,5.62,1.39
11004,65000010113,新北市板橋區,成和里,2837,7411,3629,3782,新北市,板橋區,38.1016,39,16.76,34.69,5.1,1.38
11004,65000010114,新北市板橋區,光榮里,1046,2659,1345,1314,新北市,板橋區,44.5171,45,15.42,29.56,12.56,3.91
11004,65000010115,新北市板橋區,民安里,882,2244,1045,1199,新北市,板橋區,42.8846,43,13.1,26.69,14.17,5.61
11004,65000010116,新北市板橋區,陽明里,1039,2737,1327,1410,新北市,板橋區,44.6072,45,15.56,31.57,12.5,3.84
11004,65000010117,新北市板橋區,朝陽里,1294,3487,1656,1831,新北市,板橋區,42.7548,42,14.14,31.66,10.24,2.27
11004,65000010118,新北市板橋區,松柏里,936,2291,1111,1180,新北市,板橋區,43.7167,44,15.28,31.3,10.52,2.62
11004,65000010119,新北市板橋區,文聖里,1446,4042,1956,2086,新北市,板橋區,41.6742,42,16.6,33.52,7.89,2.2
11004,65000010120,新北市板橋區,居仁里,1555,3987,1968,2019,新北市,板橋區,40.7936,41,15.32,34.39,7.27,2.01
11004,65000010121,新北市板橋區,莊敬里,1694,4561,2153,2408,新北市,板橋區,38.5218,41,14.25,27.87,6.1,1.78
11004,65000010122,新北市板橋區,東安里,898,2644,1300,1344,新北市,板橋區,38.9376,39,12.1,29.58,8.25,1.78
11004,65000010123,新北市板橋區,五權里,1575,4219,2098,2121,新北市,板橋區,42.4444,42,15.64,31.86,11.05,2.54
11004,65000010124,新北市板橋區,溪福里,5207,14965,7353,7612,新北市,板橋區,38.0776,39,19.68,34.17,4.49,1.11
11004,65000010125,新北市板橋區,大觀里,1335,3818,1876,1942,新北市,板橋區,40.5686,40,15.4,35.57,6.6,1.41
11004,65000010126,新北市板橋區,歡園里,476,1276,664,612,新北市,板橋區,42.4922,43,17.79,33.07,9.48,3.37
11004,65000020001,新北市三重區,大有里,2030,5411,2682,2729,新北市,三重區,42.076,42,16.47,35.39,7.8,2.03
11004,65000020002,新北市三重區,二重里,591,1652,837,815,新北市,三重區,42.7185,43,18.58,33.9,10.53,2.97
11004,65000020003,新北市三重區,頂崁里,1094,2678,1347,1331,新北市,三重區,41.1598,41,16.39,34.17,7.32,2.2
11004,65000020004,新北市三重區,谷王里,387,992,521,471,新北市,三重區,46.3075,47,18.45,32.06,14.31,6.85
11004,65000020005,新北市三重區,中興里,1657,4077,2049,2028,新北市,三重區,43.3326,43,16.43,32.3,9.79,3.34
11004,65000020006,新北市三重區,德厚里,169,370,175,195,新北市,三重區,48.927,50,15.41,28.38,18.92,7.84
11004,65000020007,新北市三重區,成功里,2910,6724,3199,3525,新北市,三重區,40.9926,42,15.73,30.67,7.61,2.22
11004,65000020008,新北市三重區,福祉里,2377,5823,2794,3029,新北市,三重區,41.0526,42,15.44,31.24,8.21,2.49
11004,65000020009,新北市三重區,福民里,1343,3520,1733,1787,新北市,三重區,42.6511,43,15.4,31.51,10.14,3.38
11004,65000020010,新北市三重區,過田里,5564,10002,5516,4486,新北市,三重區,45.4005,48,13.46,26.45,9.02,3.1
11004,65000020011,新北市三重區,錦田里,876,2195,1087,1108,新北市,三重區,43.3681,44,17.27,31.03,11.8,4.19
11004,65000020012,新北市三重區,重明里,1602,3906,1907,1999,新北市,三重區,41.607,42,15.26,30.29,10.39,3.66
11004,65000020013,新北市三重區,光田里,1942,4401,2123,2278,新北市,三重區,45.1334,46,15.88,29.2,12.16,3.89
11004,65000020014,新北市三重區,光陽里,2648,6391,3183,3208,新北市,三重區,43.9837,45,18.54,32.84,9.42,3.04
11004,65000020015,新北市三重區,田心里,1634,4176,2059,2117,新北市,三重區,43.9279,44,17.27,33.67,10.94,3.62
11004,65000020016,新北市三重區,福田里,1260,3504,1766,1738,新北市,三重區,42.9737,42,18.44,35.84,8.28,2.48
11004,65000020017,新北市三重區,田中里,2363,6531,3188,3343,新北市,三重區,41.0297,41,16.15,31.89,8.79,1.81
11004,65000020018,新北市三重區,田安里,2446,6403,3079,3324,新北市,三重區,42.6085,43,17.04,32.11,9.11,2.84
11004,65000020019,新北市三重區,三民里,1304,3519,1747,1772,新北市,三重區,40.7917,41,15.86,31.63,8.87,2.64
11004,65000020020,新北市三重區,光明里,3095,7778,3779,3999,新北市,三重區,41.256,42,16.98,32.0,7.95,2.56
11004,65000020021,新北市三重區,光正里,1350,2719,1310,1409,新北市,三重區,42.2218,44,16.66,31.74,8.05,1.8
11004,65000020022,新北市三重區,同安里,608,1486,747,739,新北市,三重區,43.2685,43,14.33,31.9,9.62,3.36
11004,65000020023,新北市三重區,同慶里,746,1793,874,919,新北市,三重區,43.9649,45,16.56,31.79,10.6,4.07
11004,65000020024,新北市三重區,菜寮里,945,2344,1127,1217,新北市,三重區,42.881,43,15.23,30.93,10.2,4.22
11004,65000020025,新北市三重區,永春里,799,1978,962,1016,新北市,三重區,42.3059,43,14.76,31.19,9.61,2.78
11004,65000020026,新北市三重區,中正里,579,1403,690,713,新北市,三重區,45.3892,45,17.32,32.79,10.91,4.28
11004,65000020027,新北市三重區,吉利里,638,1410,696,714,新北市,三重區,46.3241,47,15.39,30.43,10.92,4.68
11004,65000020028,新北市三重區,大同里,926,2047,986,1061,新北市,三重區,44.0708,45,17.15,32.54,9.23,3.66
11004,65000020029,新北市三重區,中民里,518,1280,652,628,新北市,三重區,44.5805,45,16.88,33.44,11.17,4.77
11004,65000020030,新北市三重區,平和里,638,1515,773,742,新北市,三重區,46.229,47,13.66,29.57,14.52,5.61
11004,65000020031,新北市三重區,大安里,683,1696,851,845,新北市,三重區,43.816,45,17.75,31.96,10.85,3.54
11004,65000020032,新北市三重區,仁德里,896,1985,996,989,新北市,三重區,46.6388,48,13.5,29.02,13.65,4.74
11004,65000020033,新北市三重區,忠孝里,780,1855,906,949,新北市,三重區,44.5596,45,18.33,32.18,12.83,4.69
11004,65000020034,新北市三重區,仁義里,553,1329,664,665,新北市,三重區,43.0813,44,19.71,33.26,11.51,3.91
11004,65000020035,新北市三重區,光榮里,670,1445,700,745,新北市,三重區,45.283,46,17.58,32.39,11.07,4.36
11004,65000020036,新北市三重區,光輝里,626,1548,768,780,新北市,三重區,44.8766,46,16.86,32.56,11.24,4.46
11004,65000020037,新北市三重區,福星里,601,1212,566,646,新北市,三重區,43.9893,43,16.67,37.21,10.31,3.88
11004,65000020038,新北市三重區,福利里,1039,2311,1066,1245,新北市,三重區,42.6175,44,18.48,31.76,8.09,1.86
11004,65000020039,新北市三重區,清和里,1938,4066,1933,2133,新北市,三重區,44.2415,46,15.69,29.98,9.32,2.61
11004,65000020040,新北市三重區,永興里,693,1421,662,759,新北市,三重區,44.8578,46,13.44,29.42,9.85,3.31
11004,65000020041,新北市三重區,中山里,1237,2828,1382,1446,新北市,三重區,43.7871,45,16.65,31.47,10.43,3.96
11004,65000020042,新北市三重區,大園里,1173,2922,1454,1468,新北市,三重區,41.7502,41,16.43,33.09,10.06,2.7
11004,65000020043,新北市三重區,國隆里,1121,2712,1311,1401,新北市,三重區,43.4934,45,17.37,31.82,9.55,3.21
11004,65000020044,新北市三重區,重陽里,1428,3701,1830,1871,新北市,三重區,43.0251,43,17.54,32.94,10.56,4.16
11004,65000020045,新北市三重區,民生里,1770,4484,2209,2275,新北市,三重區,42.7529,43,16.57,30.95,10.79,3.35
11004,65000020046,新北市三重區,重新里,665,1521,739,782,新北市,三重區,44.9763,45,16.11,32.15,12.82,4.21
11004,65000020047,新北市三重區,正德里,513,1175,589,586,新北市,三重區,44.954,46,14.98,29.62,12.09,4.17
11004,65000020048,新北市三重區,正義里,768,1863,948,915,新北市,三重區,44.0183,45,14.81,30.06,11.86,4.29
11004,65000020049,新北市三重區,正安里,850,2038,979,1059,新北市,三重區,44.6016,45,13.94,30.32,11.73,3.83
11004,65000020050,新北市三重區,自強里,772,1884,902,982,新北市,三重區,44.5552,45,14.7,32.17,11.94,4.67
11004,65000020051,新北市三重區,文化里,941,2316,1164,1152,新北市,三重區,45.7444,46,13.77,27.89,14.55,5.74
11004,65000020052,新北市三重區,中央里,868,1899,926,973,新北市,三重區,44.3728,45,14.53,31.12,11.59,3.79
11004,65000020053,新北市三重區,雙園里,412,962,463,499,新北市,三重區,44.1445,45,17.15,29.83,11.33,4.89
11004,65000020054,新北市三重區,錦通里,643,1474,711,763,新北市,三重區,47.5997,49,14.04,28.29,16.01,5.02
11004,65000020055,新北市三重區,錦安里,777,1847,880,967,新北市,三重區,46.6221,48,14.94,29.07,14.46,5.63
11004,65000020056,新北市三重區,長安里,905,2223,1089,1134,新北市,三重區,44.7265,46,15.97,30.63,11.97,3.82
11004,65000020057,新北市三重區,光華里,1091,2286,1077,1209,新北市,三重區,44.5626,44,16.58,32.68,11.85,4.42
11004,65000020058,新北市三重區,長生里,391,896,443,453,新北市,三重區,45.1306,46,17.19,32.59,11.72,5.25
11004,65000020059,新北市三重區,開元里,682,1516,762,754,新北市,三重區,45.4782,45,12.66,31.79,12.14,4.42
11004,65000020060,新北市三重區,大德里,357,868,410,458,新北市,三重區,45.0749,46,15.32,29.49,13.13,4.72
11004,65000020061,新北市三重區,長元里,1046,2511,1281,1230,新北市,三重區,44.3485,45,16.37,31.98,10.2,3.66
11004,65000020062,新北市三重區,長江里,892,2089,1026,1063,新北市,三重區,44.8827,46,16.08,30.01,11.25,3.93
11004,65000020063,新北市三重區,長泰里,951,2254,1130,1124,新北市,三重區,45.2098,46,15.84,30.61,11.54,3.59
11004,65000020064,新北市三重區,長福里,662,1591,768,823,新北市,三重區,44.9673,46,15.46,30.42,11.31,3.46
11004,65000020065,新北市三重區,介壽里,519,1216,598,618,新北市,三重區,44.7837,46,14.97,27.96,12.42,4.36
11004,65000020066,新北市三重區,萬壽里,816,2002,973,1029,新北市,三重區,44.7123,45,17.43,31.97,10.89,3.75
11004,65000020067,新北市三重區,錦江里,949,2381,1180,1201,新北市,三重區,44.247,45,16.76,33.35,10.71,3.86
11004,65000020068,新北市三重區,龍濱里,1292,3386,1664,1722,新北市,三重區,42.7265,43,17.4,32.6,9.98,3.04
11004,65000020069,新北市三重區,龍門里,791,1927,953,974,新北市,三重區,43.6056,44,17.02,32.33,11.21,4.51
11004,65000020070,新北市三重區,秀江里,506,1307,649,658,新北市,三重區,43.8738,45,16.76,29.99,12.01,4.67
11004,65000020071,新北市三重區,奕壽里,783,1779,865,914,新北市,三重區,43.769,44,15.29,31.65,11.86,4.1
11004,65000020072,新北市三重區,三安里,1229,2722,1309,1413,新北市,三重區,44.856,45,14.55,30.86,12.31,4.7
11004,65000020073,新北市三重區,福安里,1247,3069,1510,1559,新北市,三重區,43.566,44,17.4,32.32,10.46,3.75
11004,65000020074,新北市三重區,信安里,907,2057,1004,1053,新北市,三重區,43.0374,44,15.7,30.29,10.4,3.01
11004,65000020075,新北市三重區,安慶里,898,2097,985,1112,新北市,三重區,44.7897,46,18.36,32.67,11.73,3.81
11004,65000020076,新北市三重區,幸福里,1909,4806,2347,2459,新北市,三重區,43.2203,43,16.87,32.31,10.8,3.68
11004,65000020077,新北市三重區,六合里,1534,3888,1934,1954,新北市,三重區,43.2739,44,16.98,31.74,10.67,3.96
11004,65000020078,新北市三重區,六福里,2091,6039,2966,3073,新北市,三重區,39.5238,39,15.85,34.23,6.67,1.37
11004,65000020079,新北市三重區,順德里,890,2313,1171,1142,新北市,三重區,44.1016,45,16.69,31.99,11.85,4.58
11004,65000020080,新北市三重區,承德里,653,1843,926,917,新北市,三重區,44.7222,45,16.6,31.8,13.4,4.5
11004,65000020081,新北市三重區,瑞德里,938,2479,1227,1252,新北市,三重區,43.7249,44,15.53,30.01,12.26,5.04
11004,65000020082,新北市三重區,崇德里,1554,3998,2012,1986,新北市,三重區,44.3309,44,14.53,30.14,11.63,3.75
11004,65000020083,新北市三重區,厚德里,1443,3717,1829,1888,新北市,三重區,41.9416,43,15.95,31.1,9.36,3.09
11004,65000020084,新北市三重區,維德里,1172,3034,1489,1545,新北市,三重區,41.8873,42,15.56,32.53,9.76,2.14
11004,65000020085,新北市三重區,尚德里,1220,3138,1495,1643,新北市,三重區,43.3062,43,15.55,31.2,10.9,3.51
11004,65000020086,新北市三重區,培德里,1440,3846,1871,1975,新北市,三重區,42.1139,42,17.06,32.48,9.41,2.73
11004,65000020087,新北市三重區,永德里,1929,5193,2537,2656,新北市,三重區,41.9155,42,16.5,31.77,10.15,3.52
11004,65000020088,新北市三重區,永盛里,1275,3453,1662,1791,新北市,三重區,41.6111,42,15.55,31.25,10.11,2.64
11004,65000020089,新北市三重區,永福里,2007,5499,2657,2842,新北市,三重區,40.6869,41,17.86,33.93,7.89,2.27
11004,65000020090,新北市三重區,永清里,2014,5643,2728,2915,新北市,三重區,40.624,41,16.78,33.0,7.66,1.9
11004,65000020091,新北市三重區,永安里,1548,4302,2085,2217,新北市,三重區,40.6643,41,16.53,30.99,8.25,2.14
11004,65000020092,新北市三重區,永煇里,970,2552,1299,1253,新北市,三重區,43.0799,42,15.71,35.03,9.64,2.23
11004,65000020093,新北市三重區,溪美里,3622,8927,4310,4617,新北市,三重區,41.3572,42,16.47,32.89,7.87,2.14
11004,65000020094,新北市三重區,福隆里,1856,4800,2318,2482,新北市,三重區,40.3287,41,16.27,32.33,7.44,2.17
