縣市,鄉鎮市區,村里,valid_ticket,agree_ticket,disagree_ticket,invalid_ticket,vote_ticket,votable_population,population,vote_to_votable,agree_to_votable
臺北市,大安區,民輝里,2708,1404,1304,25,2733,5704,0,47.91,24.61
臺北市,大安區,昌隆里,1359,669,690,10,1369,2713,0,50.46,24.66
臺北市,大安區,誠安里,1666,848,818,18,1684,3427,0,49.14,24.74
臺北市,大安區,光武里,2846,1508,1338,28,2874,6211,0,46.27,24.28
臺北市,大安區,龍坡里,2339,1261,1078,30,2369,4608,0,51.41,27.37
臺北市,大安區,龍泉里,1909,983,926,18,1927,4046,0,47.63,24.3
臺北市,大安區,古風里,1794,935,859,15,1809,3495,0,51.76,26.75
臺北市,大安區,古莊里,2894,1534,1360,20,2914,6074,0,47.97,25.26
臺北市,大安區,龍安里,2440,1235,1205,22,2462,6710,0,36.69,18.41
臺北市,大安區,錦安里,2353,1286,1067,16,2369,4806,0,49.29,26.76
臺北市,大安區,福住里,2381,1221,1160,13,2394,5061,0,47.3,24.13
臺北市,大安區,永康里,1431,761,670,10,1441,2977,0,48.4,25.56
臺北市,大安區,光明里,1466,782,684,23,1489,2987,0,49.85,26.18
臺北市,大安區,錦泰里,1496,861,635,18,1514,3004,0,50.4,28.66
臺北市,大安區,錦華里,2362,1312,1050,18,2380,4627,0,51.44,28.36
臺北市,大安區,龍圖里,2699,1559,1140,25,2724,5613,0,48.53,27.77
臺北市,大安區,新龍里,2882,1897,985,25,2907,5527,0,52.6,34.32
臺北市,大安區,龍陣里,1468,820,648,17,1485,2947,0,50.39,27.82
臺北市,大安區,龍雲里,1994,1061,933,19,2013,3937,0,51.13,26.95
臺北市,大安區,龍生里,2747,1553,1194,34,2781,5409,0,51.41,28.71
臺北市,大安區,住安里,1877,1072,805,16,1893,4245,0,44.59,25.25
臺北市,大安區,義安里,2073,1186,887,12,2085,4455,0,46.8,26.62
臺北市,大安區,通化里,2475,1219,1256,29,2504,5249,0,47.7,23.22
臺北市,大安區,通安里,2183,1150,1033,26,2209,4590,0,48.13,25.05
臺北市,大安區,臨江里,1628,870,758,23,1651,3527,0,46.81,24.67
臺北市,大安區,法治里,1867,1132,735,19,1886,3732,0,50.54,30.33
臺北市,大安區,全安里,1788,1026,762,15,1803,3699,0,48.74,27.74
臺北市,大安區,群賢里,2397,1449,948,26,2423,4899,0,49.46,29.58
臺北市,大安區,群英里,3129,2209,920,33,3162,5848,0,54.07,37.77
臺北市,大安區,虎嘯里,1553,853,700,10,1563,3137,0,49.82,27.19
臺北市,大安區,臥龍里,870,508,362,13,883,1729,0,51.07,29.38
臺北市,大安區,龍淵里,3680,1955,1725,31,3711,7435,0,49.91,26.29
臺北市,大安區,龍門里,1840,960,880,20,1860,3529,0,52.71,27.2
臺北市,大安區,大學里,3640,1963,1677,37,3677,6961,0,52.82,28.2
臺北市,大安區,芳和里,2338,1337,1001,23,2361,4904,0,48.14,27.26
臺北市,大安區,黎元里,2088,1130,958,34,2122,4683,0,45.31,24.13
臺北市,大安區,黎孝里,3195,1742,1453,37,3232,6467,0,49.98,26.94
臺北市,大安區,黎和里,1876,1097,779,25,1901,3938,0,48.27,27.86
臺北市,大安區,建安里,1821,1009,812,11,1832,4048,0,45.26,24.93
臺北市,大安區,建倫里,2267,1231,1036,24,2291,5023,0,45.61,24.51
臺北市,大安區,敦安里,2345,1222,1123,26,2371,5100,0,46.49,23.96
臺北市,大安區,正聲里,1761,995,766,19,1780,3818,0,46.62,26.06
臺北市,大安區,敦煌里,2336,1229,1107,26,2362,4922,0,47.99,24.97
臺北市,大安區,華聲里,1577,860,717,10,1587,3473,0,45.7,24.76
臺北市,大安區,車層里,2435,1273,1162,23,2458,5221,0,47.08,24.38
臺北市,大安區,光信里,3054,1675,1379,43,3097,6249,0,49.56,26.8
臺北市,大安區,學府里,970,579,391,12,982,2171,0,45.23,26.67
臺北市,大安區,合計,116995,64621,52374,1132,118127,242869,296546,48.64,26.61
臺北市,中山區,正守里,1271,603,668,15,1286,2806,0,45.83,21.49
臺北市,中山區,正義里,1848,920,928,14,1862,4541,0,41.0,20.26
臺北市,中山區,正得里,1370,669,701,17,1387,3136,0,44.23,21.33
臺北市,中山區,民安里,1820,809,1011,17,1837,3798,0,48.37,21.3
臺北市,中山區,康樂里,1005,518,487,9,1014,2307,0,43.95,22.45
臺北市,中山區,中山里,2493,1161,1332,25,2518,5902,0,42.66,19.67
臺北市,中山區,聚盛里,1463,761,702,10,1473,3728,0,39.51,20.41
臺北市,中山區,集英里,2719,1166,1553,21,2740,5936,0,46.16,19.64
臺北市,中山區,聚葉里,1488,667,821,10,1498,3471,0,43.16,19.22
臺北市,中山區,恆安里,1776,823,953,17,1793,4310,0,41.6,19.1
臺北市,中山區,晴光里,1939,977,962,18,1957,4704,0,41.6,20.77
臺北市,中山區,圓山里,1542,700,842,16,1558,3587,0,43.43,19.51
臺北市,中山區,劍潭里,1553,1169,384,19,1572,3095,0,50.79,37.77
臺北市,中山區,大直里,3692,2037,1655,39,3731,7456,0,50.04,27.32
臺北市,中山區,成功里,2473,1201,1272,29,2502,5305,0,47.16,22.64
臺北市,中山區,永安里,3811,1979,1832,41,3852,7732,0,49.82,25.59
臺北市,中山區,大佳里,412,134,278,4,416,904,0,46.02,14.82
臺北市,中山區,新喜里,1948,823,1125,14,1962,4399,0,44.6,18.71
臺北市,中山區,新庄里,1996,883,1113,21,2017,4267,0,47.27,20.69
臺北市,中山區,新福里,2108,822,1286,19,2127,4414,0,48.19,18.62
臺北市,中山區,松江里,2564,1132,1432,22,2586,5384,0,48.03,21.03
臺北市,中山區,新生里,1854,788,1066,20,1874,4061,0,46.15,19.4
臺北市,中山區,中庄里,1953,817,1136,19,1972,4318,0,45.67,18.92
臺北市,中山區,行政里,2333,1112,1221,21,2354,6616,0,35.58,16.81
臺北市,中山區,行仁里,3073,1303,1770,22,3095,6794,0,45.55,19.18
臺北市,中山區,行孝里,1587,632,955,14,1601,3692,0,43.36,17.12
臺北市,中山區,下埤里,3074,1353,1721,28,3102,6421,0,48.31,21.07
臺北市,中山區,江寧里,2844,1382,1462,25,2869,5828,0,49.23,23.71
臺北市,中山區,江山里,3104,1377,1727,24,3128,6371,0,49.1,21.61
臺北市,中山區,中吉里,2267,970,1297,18,2285,4719,0,48.42,20.56
臺北市,中山區,中原里,2191,933,1258,9,2200,4380,0,50.23,21.3
臺北市,中山區,興亞里,2151,978,1173,22,2173,4589,0,47.35,21.31
臺北市,中山區,中央里,1468,669,799,10,1478,3031,0,48.76,22.07
臺北市,中山區,朱馥里,2073,1021,1052,17,2090,4892,0,42.72,20.87
臺北市,中山區,龍洲里,2233,1496,737,23,2256,4278,0,52.73,34.97
臺北市,中山區,朱園里,1861,820,1041,14,1875,3885,0,48.26,21.11
臺北市,中山區,埤頭里,1308,638,670,12,1320,2772,0,47.62,23.02
臺北市,中山區,朱崙里,1208,549,659,12,1220,2553,0,47.79,21.5
臺北市,中山區,力行里,2483,1102,1381,26,2509,5215,0,48.11,21.13
臺北市,中山區,復華里,1932,1048,884,26,1958,4000,0,48.95,26.2
臺北市,中山區,金泰里,2896,1520,1376,24,2920,6417,0,45.5,23.69
臺北市,中山區,北安里,1079,620,459,11,1090,2179,0,50.02,28.45
臺北市,中山區,合計,86263,41082,45181,794,87057,188193,219840,46.26,21.83
臺北市,中正區,水源里,1188,586,602,18,1206,2569,0,46.94,22.81
臺北市,中正區,富水里,893,575,318,7,900,2107,0,42.71,27.29
臺北市,中正區,文盛里,1113,573,540,7,1120,2181,0,51.35,26.27
臺北市,中正區,林興里,1894,1074,820,11,1905,4011,0,47.49,26.78
臺北市,中正區,河堤里,1947,1109,838,12,1959,3802,0,51.53,29.17
臺北市,中正區,頂東里,2678,1398,1280,29,2707,5155,0,52.51,27.12
臺北市,中正區,網溪里,2485,1320,1165,27,2512,4893,0,51.34,26.98
臺北市,中正區,板溪里,1299,712,587,14,1313,2775,0,47.32,25.66
臺北市,中正區,螢圃里,2369,1319,1050,18,2387,4773,0,50.01,27.63
臺北市,中正區,螢雪里,1765,960,805,15,1780,3653,0,48.73,26.28
臺北市,中正區,永功里,2466,1246,1220,28,2494,5214,0,47.83,23.9
臺北市,中正區,永昌里,1980,1044,936,19,1999,4177,0,47.86,24.99
臺北市,中正區,龍興里,1328,653,675,14,1342,2906,0,46.18,22.47
臺北市,中正區,忠勤里,2327,1329,998,34,2361,5486,0,43.04,24.23
臺北市,中正區,廈安里,1586,750,836,15,1601,3475,0,46.07,21.58
臺北市,中正區,愛國里,1229,607,622,11,1240,2583,0,48.01,23.5
臺北市,中正區,南門里,1119,642,477,12,1131,2153,0,52.53,29.82
臺北市,中正區,龍光里,1352,745,607,13,1365,2662,0,51.28,27.99
臺北市,中正區,南福里,4408,2364,2044,38,4446,8918,0,49.85,26.51
臺北市,中正區,龍福里,2023,1067,956,23,2046,4216,0,48.53,25.31
臺北市,中正區,新營里,3274,1893,1381,27,3301,6851,0,48.18,27.63
臺北市,中正區,建國里,562,319,243,5,567,1240,0,45.73,25.73
臺北市,中正區,光復里,1400,719,681,14,1414,3153,0,44.85,22.8
臺北市,中正區,黎明里,1076,567,509,7,1083,2719,0,39.83,20.85
臺北市,中正區,梅花里,1288,611,677,10,1298,2626,0,49.43,23.27
臺北市,中正區,幸福里,1907,1030,877,20,1927,4871,0,39.56,21.15
臺北市,中正區,幸市里,1926,961,965,15,1941,3689,0,52.62,26.05
臺北市,中正區,東門里,1500,864,636,20,1520,3113,0,48.83,27.75
臺北市,中正區,文北里,2296,1185,1111,21,2317,4517,0,51.3,26.23
臺北市,中正區,文祥里,3067,1602,1465,35,3102,6282,0,49.38,25.5
臺北市,中正區,三愛里,3374,1737,1637,45,3419,6997,0,48.86,24.82
臺北市,中正區,合計,59119,31561,27558,584,59703,123767,153172,48.24,25.5
臺北市,大同區,玉泉里,1136,461,675,13,1149,2534,0,45.34,18.19
臺北市,大同區,建明里,1219,492,727,10,1229,2790,0,44.05,17.63
臺北市,大同區,建功里,1732,717,1015,19,1751,3999,0,43.79,17.93
臺北市,大同區,建泰里,1423,550,873,26,1449,3039,0,47.68,18.1
臺北市,大同區,永樂里,2040,766,1274,11,2051,4399,0,46.62,17.41
臺北市,大同區,朝陽里,1797,753,1044,17,1814,3812,0,47.59,19.75
臺北市,大同區,星明里,2179,927,1252,18,2197,4940,0,44.47,18.77
臺北市,大同區,光能里,1952,775,1177,8,1960,4161,0,47.1,18.63
臺北市,大同區,大有里,1808,650,1158,22,1830,3943,0,46.41,16.48
臺北市,大同區,延平里,1595,679,916,9,1604,3592,0,44.65,18.9
臺北市,大同區,雙連里,3431,1392,2039,25,3456,7671,0,45.05,18.15
臺北市,大同區,南芳里,1541,588,953,11,1552,3376,0,45.97,17.42
臺北市,大同區,民權里,2476,1044,1432,27,2503,5223,0,47.92,19.99
臺北市,大同區,景星里,981,368,613,10,991,2231,0,44.42,16.49
臺北市,大同區,隆和里,1412,517,895,11,1423,2898,0,49.1,17.84
臺北市,大同區,蓬萊里,1951,793,1158,16,1967,4213,0,46.69,18.82
臺北市,大同區,國順里,1001,361,640,7,1008,2305,0,43.73,15.66
臺北市,大同區,國慶里,1903,754,1149,15,1918,3894,0,49.26,19.36
臺北市,大同區,揚雅里,1424,531,893,12,1436,4063,0,35.34,13.07
臺北市,大同區,斯文里,1811,677,1134,12,1823,4057,0,44.93,16.69
臺北市,大同區,鄰江里,2592,979,1613,22,2614,5537,0,47.21,17.68
臺北市,大同區,至聖里,3178,1252,1926,30,3208,6748,0,47.54,18.55
臺北市,大同區,老師里,2155,785,1370,16,2171,4953,0,43.83,15.85
臺北市,大同區,重慶里,2688,1195,1493,15,2703,5666,0,47.71,21.09
臺北市,大同區,保安里,1855,685,1170,20,1875,3771,0,49.72,18.16
臺北市,大同區,合計,47280,18691,28589,402,47682,103815,122719,45.93,18.0
臺北市,萬華區,福星里,1952,1028,924,25,1977,4638,0,42.63,22.16
臺北市,萬華區,萬壽里,1115,579,536,19,1134,2831,0,40.06,20.45
臺北市,萬華區,西門里,1338,698,640,15,1353,3187,0,42.45,21.9
臺北市,萬華區,新起里,2697,1297,1400,39,2736,5920,0,46.22,21.91
臺北市,萬華區,菜園里,2505,1105,1400,25,2530,5356,0,47.24,20.63
臺北市,萬華區,青山里,2255,1006,1249,17,2272,5124,0,44.34,19.63
臺北市,萬華區,富民里,1960,778,1182,29,1989,4299,0,46.27,18.1
臺北市,萬華區,福音里,1569,661,908,9,1578,3366,0,46.88,19.64
臺北市,萬華區,仁德里,2022,929,1093,16,2038,4094,0,49.78,22.69
臺北市,萬華區,富福里,1914,775,1139,21,1935,5354,0,36.14,14.48
臺北市,萬華區,頂碩里,2810,1170,1640,32,2842,6064,0,46.87,19.29
臺北市,萬華區,雙園里,1769,755,1014,23,1792,3864,0,46.38,19.54
臺北市,萬華區,新忠里,1525,1160,365,15,1540,2993,0,51.45,38.76
臺北市,萬華區,新和里,3760,2663,1097,53,3813,7108,0,53.64,37.46
臺北市,萬華區,糖廍里,2204,937,1267,16,2220,4679,0,47.45,20.03
臺北市,萬華區,和平里,2477,889,1588,31,2508,5752,0,43.6,15.46
臺北市,萬華區,綠堤里,1513,736,777,16,1529,3698,0,41.35,19.9
臺北市,萬華區,華江里,3195,1421,1774,24,3219,7226,0,44.55,19.67
臺北市,萬華區,柳鄉里,1899,756,1143,18,1917,4403,0,43.54,17.17
臺北市,萬華區,日善里,1450,621,829,12,1462,3103,0,47.12,20.01
臺北市,萬華區,新安里,2213,1291,922,31,2244,5228,0,42.92,24.69
臺北市,萬華區,忠德里,1749,726,1023,14,1763,3813,0,46.24,19.04
臺北市,萬華區,孝德里,1315,504,811,7,1322,2802,0,47.18,17.99
臺北市,萬華區,和德里,2298,958,1340,20,2318,5570,0,41.62,17.2
臺北市,萬華區,錦德里,2097,925,1172,21,2118,4714,0,44.93,19.62
臺北市,萬華區,全德里,1681,776,905,26,1707,3631,0,47.01,21.37
臺北市,萬華區,保德里,1335,597,738,12,1347,2752,0,48.95,21.69
臺北市,萬華區,銘德里,1770,752,1018,16,1786,3985,0,44.82,18.87
臺北市,萬華區,榮德里,1486,635,851,17,1503,3075,0,48.88,20.65
臺北市,萬華區,壽德里,1946,907,1039,17,1963,4233,0,46.37,21.43
臺北市,萬華區,興德里,1739,764,975,18,1757,3911,0,44.92,19.53
臺北市,萬華區,華中里,2447,1032,1415,27,2474,5226,0,47.34,19.75
臺北市,萬華區,日祥里,2560,1580,980,22,2582,5167,0,49.97,30.58
臺北市,萬華區,忠貞里,1947,1279,668,32,1979,4179,0,47.36,30.61
臺北市,萬華區,凌霄里,1458,919,539,23,1481,3097,0,47.82,29.67
臺北市,萬華區,騰雲里,1334,821,513,19,1353,2636,0,51.33,31.15
臺北市,萬華區,合計,71304,34430,36874,777,72081,157078,179485,45.89,21.92
臺北市,文山區,景行里,2890,1515,1375,24,2914,6344,0,45.93,23.88
臺北市,文山區,景東里,2821,1778,1043,18,2839,5987,0,47.42,29.7
臺北市,文山區,景美里,2058,1091,967,10,2068,4219,0,49.02,25.86
臺北市,文山區,景慶里,2630,1480,1150,29,2659,5431,0,48.96,27.25
臺北市,文山區,景仁里,2337,1375,962,30,2367,4675,0,50.63,29.41
臺北市,文山區,景華里,2365,1403,962,20,2385,4768,0,50.02,29.43
臺北市,文山區,萬有里,2330,1385,945,12,2342,4621,0,50.68,29.97
臺北市,文山區,萬祥里,1864,1039,825,21,1885,3814,0,49.42,27.24
臺北市,文山區,萬隆里,3012,1804,1208,29,3041,6067,0,50.12,29.73
臺北市,文山區,萬年里,2252,1264,988,22,2274,4515,0,50.37,28.0
臺北市,文山區,萬和里,1434,972,462,24,1458,2826,0,51.59,34.39
臺北市,文山區,萬盛里,1945,1138,807,13,1958,3978,0,49.22,28.61
臺北市,文山區,興豐里,2120,1247,873,34,2154,4213,0,51.13,29.6
臺北市,文山區,興光里,1452,873,579,22,1474,3144,0,46.88,27.77
臺北市,文山區,興家里,3101,1937,1164,30,3131,6323,0,49.52,30.63
臺北市,文山區,興得里,2398,1460,938,32,2430,5161,0,47.08,28.29
臺北市,文山區,興業里,2266,1467,799,18,2284,4630,0,49.33,31.68
臺北市,文山區,興安里,2891,1791,1100,26,2917,5698,0,51.19,31.43
臺北市,文山區,興福里,2291,1275,1016,20,2311,4637,0,49.84,27.5
臺北市,文山區,興旺里,3245,2059,1186,32,3277,7009,0,46.75,29.38
臺北市,文山區,興泰里,1735,1009,726,16,1751,3527,0,49.65,28.61
臺北市,文山區,興昌里,2712,1687,1025,26,2738,5643,0,48.52,29.9
臺北市,文山區,試院里,2905,1860,1045,34,2939,5797,0,50.7,32.09
臺北市,文山區,華興里,3785,2326,1459,49,3834,7631,0,50.24,30.48
臺北市,文山區,明義里,1537,900,637,14,1551,3738,0,41.49,24.08
臺北市,文山區,明興里,2794,1701,1093,21,2815,5826,0,48.32,29.2
臺北市,文山區,木柵里,3841,2537,1304,37,3878,7776,0,49.87,32.63
臺北市,文山區,木新里,3461,1918,1543,24,3485,8867,0,39.3,21.63
臺北市,文山區,順興里,2981,1702,1279,28,3009,6234,0,48.27,27.3
臺北市,文山區,樟林里,3284,2056,1228,27,3311,7099,0,46.64,28.96
臺北市,文山區,樟新里,2290,1412,878,23,2313,4662,0,49.61,30.29
臺北市,文山區,樟腳里,2241,1285,956,25,2266,4648,0,48.75,27.65
臺北市,文山區,萬芳里,3203,1984,1219,25,3228,6704,0,48.15,29.59
臺北市,文山區,博嘉里,2359,1337,1022,16,2375,5050,0,47.03,26.48
臺北市,文山區,萬興里,3499,1962,1537,30,3529,7045,0,50.09,27.85
臺北市,文山區,指南里,1533,777,756,13,1546,3435,0,45.01,22.62
臺北市,文山區,老泉里,344,125,219,5,349,778,0,44.86,16.07
臺北市,文山區,忠順里,1895,1257,638,19,1914,3647,0,52.48,34.47
臺北市,文山區,萬美里,2821,1728,1093,23,2844,6271,0,45.35,27.56
臺北市,文山區,政大里,3003,1738,1265,41,3044,6269,0,48.56,27.72
臺北市,文山區,樟文里,2450,1384,1066,28,2478,5223,0,47.44,26.5
臺北市,文山區,興邦里,2145,1449,696,17,2162,4301,0,50.27,33.69
臺北市,文山區,樟樹里,1907,1058,849,15,1922,3996,0,48.1,26.48
臺北市,文山區,合計,106427,63545,42882,1022,107449,222227,264975,48.35,28.59
臺北市,南港區,南港里,2167,1093,1074,14,2181,5637,0,38.69,19.39
臺北市,南港區,中南里,1235,568,667,10,1245,3127,0,39.81,18.16
臺北市,南港區,新富里,1471,667,804,17,1488,3300,0,45.09,20.21
臺北市,南港區,三重里,2705,1397,1308,16,2721,6452,0,42.17,21.65
臺北市,南港區,東新里,2586,1273,1313,19,2605,6152,0,42.34,20.69
臺北市,南港區,新光里,1457,782,675,6,1463,3170,0,46.15,24.67
臺北市,南港區,東明里,2309,1281,1028,24,2333,4785,0,48.76,26.77
臺北市,南港區,西新里,1785,731,1054,18,1803,4037,0,44.66,18.11
臺北市,南港區,玉成里,1857,862,995,15,1872,4075,0,45.94,21.15
臺北市,南港區,合成里,2715,1352,1363,19,2734,5716,0,47.83,23.65
臺北市,南港區,成福里,3037,1735,1302,30,3067,6413,0,47.82,27.05
臺北市,南港區,萬福里,1886,1028,858,18,1904,3623,0,52.55,28.37
臺北市,南港區,鴻福里,1849,950,899,18,1867,3885,0,48.06,24.45
臺北市,南港區,百福里,1994,979,1015,23,2017,4544,0,44.39,21.54
臺北市,南港區,聯成里,1998,1070,928,26,2024,4274,0,47.36,25.04
臺北市,南港區,舊莊里,3008,1465,1543,30,3038,7580,0,40.08,19.33
臺北市,南港區,中研里,3573,1751,1822,41,3614,7890,0,45.8,22.19
臺北市,南港區,九如里,2386,1375,1011,28,2414,5386,0,44.82,25.53
臺北市,南港區,仁福里,2360,1459,901,19,2379,4777,0,49.8,30.54
臺北市,南港區,重陽里,2102,1158,944,18,2120,4541,0,46.69,25.5
臺北市,南港區,合計,44480,22976,21504,409,44889,99364,117188,45.18,23.12
臺北市,內湖區,西湖里,2892,1407,1485,23,2915,6163,0,47.3,22.83
臺北市,內湖區,西康里,3964,2182,1782,52,4016,8190,0,49.04,26.64
臺北市,內湖區,西安里,2741,1454,1287,38,2779,5644,0,49.24,25.76
臺北市,內湖區,港墘里,2462,1243,1219,16,2478,5115,0,48.45,24.3
臺北市,內湖區,港都里,2123,1058,1065,19,2142,4642,0,46.14,22.79
臺北市,內湖區,港富里,3758,1974,1784,33,3791,7960,0,47.63,24.8
臺北市,內湖區,港華里,3547,1812,1735,35,3582,7644,0,46.86,23.7
臺北市,內湖區,內湖里,2605,1439,1166,20,2625,5561,0,47.2,25.88
臺北市,內湖區,湖濱里,3660,2115,1545,33,3693,7099,0,52.02,29.79
臺北市,內湖區,紫星里,3333,1639,1694,28,3361,6865,0,48.96,23.87
臺北市,內湖區,大湖里,2219,1179,1040,14,2233,4641,0,48.11,25.4
臺北市,內湖區,金龍里,2132,1164,968,12,2144,4647,0,46.14,25.05
臺北市,內湖區,金瑞里,2846,1419,1427,26,2872,5790,0,49.6,24.51
