縣市,鄉鎮市區,村里,valid_ticket,agree_ticket,disagree_ticket,invalid_ticket,vote_ticket,votable_population,population,vote_to_votable,agree_to_votable
臺北市,大安區,黎和里,1871,1155,716,26,1897,3938,0,48.17,29.33
臺北市,大安區,建安里,1820,1033,787,12,1832,4048,0,45.26,25.52
臺北市,大安區,建倫里,2267,1246,1021,24,2291,5023,0,45.61,24.81
臺北市,大安區,敦安里,2351,1264,1087,21,2372,5100,0,46.51,24.78
臺北市,大安區,正聲里,1764,1033,731,17,1781,3818,0,46.65,27.06
臺北市,大安區,敦煌里,2342,1242,1100,20,2362,4922,0,47.99,25.23
臺北市,大安區,華聲里,1570,885,685,17,1587,3473,0,45.7,25.48
臺北市,大安區,車層里,2442,1307,1135,15,2457,5221,0,47.06,25.03
臺北市,大安區,光信里,3053,1734,1319,44,3097,6249,0,49.56,27.75
臺北市,大安區,學府里,969,581,388,10,979,2171,0,45.09,26.76
臺北市,大安區,合計,117158,66686,50472,975,118133,242869,296546,48.64,27.46
臺北市,中山區,正守里,1271,608,663,11,1282,2806,0,45.69,21.67
臺北市,中山區,正義里,1851,930,921,11,1862,4541,0,41.0,20.48
臺北市,中山區,正得里,1377,699,678,10,1387,3136,0,44.23,22.29
臺北市,中山區,民安里,1827,845,982,10,1837,3798,0,48.37,22.25
臺北市,中山區,康樂里,1006,536,470,8,1014,2307,0,43.95,23.23
臺北市,中山區,中山里,2503,1213,1290,18,2521,5902,0,42.71,20.55
臺北市,中山區,聚盛里,1451,789,662,18,1469,3728,0,39.4,21.16
臺北市,中山區,集英里,2716,1204,1512,20,2736,5936,0,46.09,20.28
臺北市,中山區,聚葉里,1486,711,775,12,1498,3471,0,43.16,20.48
臺北市,中山區,恆安里,1773,855,918,21,1794,4310,0,41.62,19.84
臺北市,中山區,晴光里,1948,1023,925,12,1960,4704,0,41.67,21.75
臺北市,中山區,圓山里,1555,727,828,12,1567,3587,0,43.69,20.27
臺北市,中山區,劍潭里,1552,1199,353,21,1573,3095,0,50.82,38.74
臺北市,中山區,大直里,3701,2101,1600,30,3731,7456,0,50.04,28.18
臺北市,中山區,成功里,2485,1249,1236,20,2505,5305,0,47.22,23.54
臺北市,中山區,永安里,3828,1998,1830,23,3851,7732,0,49.81,25.84
臺北市,中山區,大佳里,414,150,264,2,416,904,0,46.02,16.59
臺北市,中山區,新喜里,1946,864,1082,18,1964,4399,0,44.65,19.64
臺北市,中山區,新庄里,1991,897,1094,26,2017,4267,0,47.27,21.02
臺北市,中山區,新福里,2108,864,1244,16,2124,4414,0,48.12,19.57
臺北市,中山區,松江里,2561,1198,1363,25,2586,5384,0,48.03,22.25
臺北市,中山區,新生里,1860,838,1022,14,1874,4061,0,46.15,20.64
臺北市,中山區,中庄里,1956,858,1098,16,1972,4318,0,45.67,19.87
臺北市,中山區,行政里,2333,1132,1201,22,2355,6616,0,35.6,17.11
臺北市,中山區,行仁里,3065,1385,1680,29,3094,6794,0,45.54,20.39
臺北市,中山區,行孝里,1587,689,898,14,1601,3692,0,43.36,18.66
臺北市,中山區,下埤里,3084,1408,1676,20,3104,6421,0,48.34,21.93
臺北市,中山區,江寧里,2848,1446,1402,21,2869,5828,0,49.23,24.81
臺北市,中山區,江山里,3107,1433,1674,21,3128,6371,0,49.1,22.49
臺北市,中山區,中吉里,2257,947,1310,22,2279,4719,0,48.29,20.07
臺北市,中山區,中原里,2187,984,1203,12,2199,4380,0,50.21,22.47
臺北市,中山區,興亞里,2159,1017,1142,14,2173,4589,0,47.35,22.16
臺北市,中山區,中央里,1467,706,761,7,1474,3031,0,48.63,23.29
臺北市,中山區,朱馥里,2073,1073,1000,17,2090,4892,0,42.72,21.93
臺北市,中山區,龍洲里,2239,1541,698,20,2259,4278,0,52.81,36.02
臺北市,中山區,朱園里,1861,863,998,14,1875,3885,0,48.26,22.21
臺北市,中山區,埤頭里,1309,670,639,12,1321,2772,0,47.66,24.17
臺北市,中山區,朱崙里,1208,567,641,12,1220,2553,0,47.79,22.21
臺北市,中山區,力行里,2485,1142,1343,26,2511,5215,0,48.15,21.9
臺北市,中山區,復華里,1930,1095,835,28,1958,4000,0,48.95,27.38
臺北市,中山區,金泰里,2898,1570,1328,26,2924,6417,0,45.57,24.47
臺北市,中山區,北安里,1083,650,433,7,1090,2179,0,50.02,29.83
臺北市,中山區,合計,86346,42674,43672,718,87064,188193,219840,46.26,22.68
臺北市,中正區,水源里,1193,607,586,13,1206,2569,0,46.94,23.63
臺北市,中正區,富水里,893,590,303,7,900,2107,0,42.71,28.0
臺北市,中正區,文盛里,1113,594,519,7,1120,2181,0,51.35,27.24
臺北市,中正區,林興里,1888,1112,776,15,1903,4011,0,47.44,27.72
臺北市,中正區,河堤里,1943,1140,803,15,1958,3802,0,51.5,29.98
臺北市,中正區,頂東里,2687,1457,1230,20,2707,5155,0,52.51,28.26
臺北市,中正區,網溪里,2486,1375,1111,27,2513,4893,0,51.36,28.1
臺北市,中正區,板溪里,1306,752,554,7,1313,2775,0,47.32,27.1
臺北市,中正區,螢圃里,2372,1344,1028,15,2387,4773,0,50.01,28.16
臺北市,中正區,螢雪里,1766,1018,748,13,1779,3653,0,48.7,27.87
臺北市,中正區,永功里,2456,1286,1170,40,2496,5214,0,47.87,24.66
臺北市,中正區,永昌里,1980,1072,908,17,1997,4177,0,47.81,25.66
臺北市,中正區,龍興里,1327,701,626,15,1342,2906,0,46.18,24.12
臺北市,中正區,忠勤里,2327,1336,991,32,2359,5486,0,43.0,24.35
臺北市,中正區,廈安里,1590,812,778,10,1600,3475,0,46.04,23.37
臺北市,中正區,愛國里,1228,650,578,12,1240,2583,0,48.01,25.16
臺北市,中正區,南門里,1119,674,445,12,1131,2153,0,52.53,31.31
臺北市,中正區,龍光里,1352,789,563,14,1366,2662,0,51.31,29.64
臺北市,中正區,南福里,4416,2476,1940,28,4444,8918,0,49.83,27.76
臺北市,中正區,龍福里,2029,1118,911,17,2046,4216,0,48.53,26.52
臺北市,中正區,新營里,3275,1954,1321,27,3302,6851,0,48.2,28.52
臺北市,中正區,建國里,562,333,229,5,567,1240,0,45.73,26.85
臺北市,中正區,光復里,1405,742,663,9,1414,3153,0,44.85,23.53
臺北市,中正區,黎明里,1073,581,492,7,1080,2719,0,39.72,21.37
臺北市,中正區,梅花里,1289,644,645,9,1298,2626,0,49.43,24.52
臺北市,中正區,幸福里,1911,1066,845,14,1925,4871,0,39.52,21.88
臺北市,中正區,幸市里,1927,987,940,15,1942,3689,0,52.64,26.76
臺北市,中正區,東門里,1505,902,603,15,1520,3113,0,48.83,28.98
臺北市,中正區,文北里,2303,1234,1069,14,2317,4517,0,51.3,27.32
臺北市,中正區,文祥里,3073,1684,1389,27,3100,6282,0,49.35,26.81
臺北市,中正區,三愛里,3387,1836,1551,29,3416,6997,0,48.82,26.24
臺北市,中正區,合計,59181,32866,26315,507,59688,123767,153172,48.23,26.55
臺北市,大同區,玉泉里,1137,483,654,12,1149,2534,0,45.34,19.06
臺北市,大同區,建明里,1219,510,709,10,1229,2790,0,44.05,18.28
臺北市,大同區,建功里,1739,742,997,12,1751,3999,0,43.79,18.55
臺北市,大同區,建泰里,1418,576,842,31,1449,3039,0,47.68,18.95
臺北市,大同區,永樂里,2041,796,1245,11,2052,4399,0,46.65,18.1
臺北市,大同區,朝陽里,1804,781,1023,10,1814,3812,0,47.59,20.49
臺北市,大同區,星明里,2180,976,1204,16,2196,4940,0,44.45,19.76
臺北市,大同區,光能里,1949,838,1111,11,1960,4161,0,47.1,20.14
臺北市,大同區,大有里,1816,707,1109,19,1835,3943,0,46.54,17.93
臺北市,大同區,延平里,1590,684,906,13,1603,3592,0,44.63,19.04
臺北市,大同區,雙連里,3427,1483,1944,26,3453,7671,0,45.01,19.33
臺北市,大同區,南芳里,1536,640,896,15,1551,3376,0,45.94,18.96
臺北市,大同區,民權里,2490,1119,1371,12,2502,5223,0,47.9,21.42
臺北市,大同區,景星里,985,383,602,6,991,2231,0,44.42,17.17
臺北市,大同區,隆和里,1413,547,866,10,1423,2898,0,49.1,18.88
臺北市,大同區,蓬萊里,1953,827,1126,14,1967,4213,0,46.69,19.63
臺北市,大同區,國順里,1000,357,643,7,1007,2305,0,43.69,15.49
臺北市,大同區,國慶里,1903,813,1090,13,1916,3894,0,49.2,20.88
臺北市,大同區,揚雅里,1419,564,855,15,1434,4063,0,35.29,13.88
臺北市,大同區,斯文里,1805,721,1084,18,1823,4057,0,44.93,17.77
臺北市,大同區,鄰江里,2593,1024,1569,20,2613,5537,0,47.19,18.49
臺北市,大同區,至聖里,3181,1328,1853,28,3209,6748,0,47.55,19.68
臺北市,大同區,老師里,2162,861,1301,11,2173,4953,0,43.87,17.38
臺北市,大同區,重慶里,2694,1273,1421,15,2709,5666,0,47.81,22.47
臺北市,大同區,保安里,1858,766,1092,18,1876,3771,0,49.75,20.31
臺北市,大同區,合計,47312,19799,27513,373,47685,103815,122719,45.93,19.07
臺北市,萬華區,福星里,1951,1040,911,26,1977,4638,0,42.63,22.42
臺北市,萬華區,萬壽里,1117,610,507,17,1134,2831,0,40.06,21.55
臺北市,萬華區,西門里,1344,724,620,9,1353,3187,0,42.45,22.72
臺北市,萬華區,新起里,2700,1351,1349,36,2736,5920,0,46.22,22.82
臺北市,萬華區,菜園里,2519,1133,1386,12,2531,5356,0,47.26,21.15
臺北市,萬華區,青山里,2252,1045,1207,19,2271,5124,0,44.32,20.39
臺北市,萬華區,富民里,1964,828,1136,26,1990,4299,0,46.29,19.26
臺北市,萬華區,福音里,1566,701,865,12,1578,3366,0,46.88,20.83
臺北市,萬華區,仁德里,2027,962,1065,11,2038,4094,0,49.78,23.5
臺北市,萬華區,富福里,1913,833,1080,22,1935,5354,0,36.14,15.56
臺北市,萬華區,頂碩里,2821,1244,1577,23,2844,6064,0,46.9,20.51
臺北市,萬華區,雙園里,1773,812,961,19,1792,3864,0,46.38,21.01
臺北市,萬華區,新忠里,1531,1161,370,8,1539,2993,0,51.42,38.79
臺北市,萬華區,新和里,3763,2768,995,45,3808,7108,0,53.57,38.94
臺北市,萬華區,糖廍里,2202,993,1209,19,2221,4679,0,47.47,21.22
臺北市,萬華區,和平里,2479,957,1522,28,2507,5752,0,43.58,16.64
臺北市,萬華區,綠堤里,1510,779,731,19,1529,3698,0,41.35,21.07
臺北市,萬華區,華江里,3192,1523,1669,27,3219,7226,0,44.55,21.08
臺北市,萬華區,柳鄉里,1895,803,1092,22,1917,4403,0,43.54,18.24
臺北市,萬華區,日善里,1449,670,779,12,1461,3103,0,47.08,21.59
臺北市,萬華區,新安里,2213,1327,886,27,2240,5228,0,42.85,25.38
臺北市,萬華區,忠德里,1750,764,986,13,1763,3813,0,46.24,20.04
臺北市,萬華區,孝德里,1311,524,787,13,1324,2802,0,47.25,18.7
臺北市,萬華區,和德里,2295,1003,1292,23,2318,5570,0,41.62,18.01
臺北市,萬華區,錦德里,2097,986,1111,21,2118,4714,0,44.93,20.92
臺北市,萬華區,全德里,1683,797,886,24,1707,3631,0,47.01,21.95
臺北市,萬華區,保德里,1341,647,694,5,1346,2752,0,48.91,23.51
臺北市,萬華區,銘德里,1770,792,978,16,1786,3985,0,44.82,19.87
臺北市,萬華區,榮德里,1483,658,825,20,1503,3075,0,48.88,21.4
臺北市,萬華區,壽德里,1946,950,996,17,1963,4233,0,46.37,22.44
臺北市,萬華區,興德里,1743,786,957,16,1759,3911,0,44.98,20.1
臺北市,萬華區,華中里,2447,1107,1340,26,2473,5226,0,47.32,21.18
臺北市,萬華區,日祥里,2557,1612,945,27,2584,5167,0,50.01,31.2
臺北市,萬華區,忠貞里,1955,1320,635,25,1980,4179,0,47.38,31.59
臺北市,萬華區,凌霄里,1456,954,502,25,1481,3097,0,47.82,30.8
臺北市,萬華區,騰雲里,1332,845,487,18,1350,2636,0,51.21,32.06
臺北市,萬華區,合計,71347,36009,35338,728,72075,157078,179485,45.88,22.92
臺北市,文山區,景行里,2886,1575,1311,28,2914,6344,0,45.93,24.83
臺北市,文山區,景東里,2827,1833,994,15,2842,5987,0,47.47,30.62
臺北市,文山區,景美里,2059,1164,895,10,2069,4219,0,49.04,27.59
臺北市,文山區,景慶里,2632,1526,1106,26,2658,5431,0,48.94,28.1
臺北市,文山區,景仁里,2341,1421,920,27,2368,4675,0,50.65,30.4
臺北市,文山區,景華里,2371,1450,921,14,2385,4768,0,50.02,30.41
臺北市,文山區,萬有里,2328,1407,921,17,2345,4621,0,50.75,30.45
臺北市,文山區,萬祥里,1869,1048,821,19,1888,3814,0,49.5,27.48
臺北市,文山區,萬隆里,3021,1874,1147,20,3041,6067,0,50.12,30.89
臺北市,文山區,萬年里,2247,1300,947,29,2276,4515,0,50.41,28.79
臺北市,文山區,萬和里,1442,1017,425,16,1458,2826,0,51.59,35.99
臺北市,文山區,萬盛里,1941,1186,755,15,1956,3978,0,49.17,29.81
臺北市,文山區,興豐里,2126,1311,815,28,2154,4213,0,51.13,31.12
臺北市,文山區,興光里,1460,893,567,15,1475,3144,0,46.91,28.4
臺北市,文山區,興家里,3109,2005,1104,20,3129,6323,0,49.49,31.71
臺北市,文山區,興得里,2406,1509,897,24,2430,5161,0,47.08,29.24
臺北市,文山區,興業里,2265,1521,744,17,2282,4630,0,49.29,32.85
臺北市,文山區,興安里,2893,1871,1022,23,2916,5698,0,51.18,32.84
臺北市,文山區,興福里,2300,1344,956,16,2316,4637,0,49.95,28.98
臺北市,文山區,興旺里,3256,2147,1109,22,3278,7009,0,46.77,30.63
臺北市,文山區,興泰里,1731,1046,685,20,1751,3527,0,49.65,29.66
臺北市,文山區,興昌里,2710,1709,1001,23,2733,5643,0,48.43,30.29
臺北市,文山區,試院里,2897,1910,987,40,2937,5797,0,50.66,32.95
臺北市,文山區,華興里,3793,2402,1391,39,3832,7631,0,50.22,31.48
臺北市,文山區,明義里,1535,926,609,16,1551,3738,0,41.49,24.77
臺北市,文山區,明興里,2793,1780,1013,22,2815,5826,0,48.32,30.55
臺北市,文山區,木柵里,3849,2552,1297,31,3880,7776,0,49.9,32.82
臺北市,文山區,木新里,3453,1939,1514,33,3486,8867,0,39.31,21.87
臺北市,文山區,順興里,2989,1776,1213,17,3006,6234,0,48.22,28.49
臺北市,文山區,樟林里,3278,2097,1181,32,3310,7099,0,46.63,29.54
臺北市,文山區,樟新里,2297,1463,834,16,2313,4662,0,49.61,31.38
臺北市,文山區,樟腳里,2244,1323,921,21,2265,4648,0,48.73,28.46
臺北市,文山區,萬芳里,3202,2025,1177,24,3226,6704,0,48.12,30.21
臺北市,文山區,博嘉里,2359,1391,968,14,2373,5050,0,46.99,27.54
臺北市,文山區,萬興里,3498,2055,1443,37,3535,7045,0,50.18,29.17
臺北市,文山區,指南里,1528,832,696,18,1546,3435,0,45.01,24.22
臺北市,文山區,老泉里,345,145,200,4,349,778,0,44.86,18.64
臺北市,文山區,忠順里,1899,1272,627,15,1914,3647,0,52.48,34.88
臺北市,文山區,萬美里,2828,1743,1085,18,2846,6271,0,45.38,27.79
臺北市,文山區,政大里,3022,1792,1230,25,3047,6269,0,48.6,28.59
臺北市,文山區,樟文里,2455,1443,1012,26,2481,5223,0,47.5,27.63
臺北市,文山區,興邦里,2148,1495,653,15,2163,4301,0,50.29,34.76
臺北市,文山區,樟樹里,1903,1132,771,19,1922,3996,0,48.1,28.33
臺北市,文山區,合計,106535,65650,40885,926,107461,222227,264975,48.36,29.54
臺北市,南港區,南港里,2179,1126,1053,8,2187,5637,0,38.8,19.98
臺北市,南港區,中南里,1244,596,648,3,1247,3127,0,39.88,19.06
臺北市,南港區,新富里,1475,708,767,13,1488,3300,0,45.09,21.45
臺北市,南港區,三重里,2700,1457,1243,17,2717,6452,0,42.11,22.58
臺北市,南港區,東新里,2589,1334,1255,17,2606,6152,0,42.36,21.68
臺北市,南港區,新光里,1451,806,645,13,1464,3170,0,46.18,25.43
臺北市,南港區,東明里,2309,1329,980,21,2330,4785,0,48.69,27.77
臺北市,南港區,西新里,1781,776,1005,23,1804,4037,0,44.69,19.22
臺北市,南港區,玉成里,1860,914,946,14,1874,4075,0,45.99,22.43
臺北市,南港區,合成里,2694,1398,1296,28,2722,5716,0,47.62,24.46
臺北市,南港區,成福里,3033,1738,1295,34,3067,6413,0,47.82,27.1
臺北市,南港區,萬福里,1889,1076,813,14,1903,3623,0,52.53,29.7
臺北市,南港區,鴻福里,1860,1001,859,9,1869,3885,0,48.11,25.77
臺北市,南港區,百福里,2001,1031,970,19,2020,4544,0,44.45,22.69
臺北市,南港區,聯成里,2005,1105,900,19,2024,4274,0,47.36,25.85
臺北市,南港區,舊莊里,3013,1546,1467,26,3039,7580,0,40.09,20.4
臺北市,南港區,中研里,3580,1859,1721,36,3616,7890,0,45.83,23.56
臺北市,南港區,九如里,2389,1405,984,22,2411,5386,0,44.76,26.09
臺北市,南港區,仁福里,2361,1491,870,19,2380,4777,0,49.82,31.21
臺北市,南港區,重陽里,2110,1201,909,16,2126,4541,0,46.82,26.45
臺北市,南港區,合計,44523,23897,20626,371,44894,99364,117188,45.18,24.05
臺北市,內湖區,西湖里,2891,1455,1436,23,2914,6163,0,47.28,23.61
臺北市,內湖區,西康里,3980,2226,1754,37,4017,8190,0,49.05,27.18
臺北市,內湖區,西安里,2753,1494,1259,27,2780,5644,0,49.26,26.47
臺北市,內湖區,港墘里,2463,1313,1150,16,2479,5115,0,48.47,25.67
臺北市,內湖區,港都里,2131,1109,1022,11,2142,4642,0,46.14,23.89
臺北市,內湖區,港富里,3759,2025,1734,34,3793,7960,0,47.65,25.44
臺北市,內湖區,港華里,3543,1881,1662,36,3579,7644,0,46.82,24.61
臺北市,內湖區,內湖里,2607,1486,1121,15,2622,5561,0,47.15,26.72
臺北市,內湖區,湖濱里,3657,2176,1481,35,3692,7099,0,52.01,30.65
臺北市,內湖區,紫星里,3336,1703,1633,24,3360,6865,0,48.94,24.81
臺北市,內湖區,大湖里,2214,1214,1000,16,2230,4641,0,48.05,26.16
臺北市,內湖區,金龍里,2127,1171,956,16,2143,4647,0,46.12,25.2
臺北市,內湖區,金瑞里,2846,1489,1357,23,2869,5790,0,49.55,25.72
臺北市,內湖區,碧山里,2906,1628,1278,23,2929,6061,0,48.33,26.86
